x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-121.37914263396141,45.62423355343024,1572608,1.4824102007756637,1574407,4.022678031165781,1572609,8.208559192296445,1574408,10.722203418403396
0,1,-121.37914263396141,45.63292141471514,1574407,1.4841221864388485,1572608,4.898510177681956,1574408,6.603586216137528,1572609,10.045138579756351
0,2,-121.37914263396141,45.641609276000054,1574407,0.9455663417119159,1574408,4.48496901387166,1572608,10.314610154588248,1576206,10.563620195741285
0,3,-121.37914263396141,45.650297137284966,1574407,2.4070104969849835,1574408,4.366351811605791,1576206,6.070932718889335,1576207,7.997488490078491
0,4,-121.37914263396141,45.65898499856987,1576206,3.5782452420373843,1576207,3.924198822434759,1574407,5.868454652258051,1574408,6.247734609339923
1,0,-121.36675701473068,45.62423355343024,1572608,2.7858928274548074,1572609,3.539840492478736,1574407,6.911946317675664,1574408,7.637038597948594
1,1,-121.36675701473068,45.63292141471514,1574408,3.5184213956827253,1574407,4.373390472948731,1572609,5.376419879938641,1572608,6.2019928043611
1,2,-121.36675701473068,45.641609276000054,1574408,1.399804193416857,1574407,3.834834628221799,1572609,9.212999267398544,1572608,11.618092781267393
1,3,-121.36675701473068,45.650297137284966,1574408,1.2811869911509886,1574407,5.296278783494866,1576207,6.49715133111506,1576206,10.547261970355443
1,4,-121.36675701473068,45.65898499856987,1576207,2.4238616634713286,1574408,3.16256978888512,1576206,8.054574493503491,1574407,8.757722938767934
2,0,-121.35437139549995,45.62423355343024,1572609,0.8711217926610251,1572608,6.089375454133952,1574408,6.551873777493792,1574407,11.801214604185546
2,1,-121.35437139549995,45.63292141471514,1574408,2.4332565752279227,1572609,2.7077011801209303,1574407,9.262658759458613,1572608,9.505475431040244
2,2,-121.35437139549995,45.641609276000054,1574408,0.3146393729620544,1572609,6.544280567580834,1574407,8.724102914731683,1574409,11.000995275778607
2,3,-121.35437139549995,45.650297137284966,1574408,0.19602217069618594,1576207,6.9968141721516295,1574409,9.304735787489536,1574407,10.185547070004748
2,4,-121.35437139549995,45.65898499856987,1574408,2.0774049684303173,1576207,2.9235245045078977,1574409,9.608476299200465,1576208,10.422793285968776
3,0,-121.34198577626923,45.62423355343024,1572609,0.2024030928433145,1574408,7.466708957038989,1572610,8.095677064602357,1572608,11.392858080813095
3,1,-121.34198577626923,45.63292141471514,1572609,2.0389824803032197,1574408,3.34809175477312,1572610,8.355154136047213,1574409,9.636383054905242
3,2,-121.34198577626923,45.641609276000054,1574408,1.229474552507252,1572609,5.875561867763124,1574409,5.940123566616172,1572610,10.61463120749207
3,3,-121.34198577626923,45.650297137284966,1574408,1.1108573502413834,1574409,4.243864078327101,1576207,9.496477013188198,1572609,11.712141255223028
3,4,-121.34198577626923,45.65898499856987,1574408,2.9922401479755147,1574409,4.54760459003803,1576207,5.423187345544466,1576208,6.944514433387989
4,0,-121.3296001570385,45.62423355343024,1572609,1.533684393025604,1572610,3.453484755694982,1574408,10.381544136584186,1570810,11.674080184112885
4,1,-121.3296001570385,45.63292141471514,1572609,3.370263780485509,1572610,3.7129618271398375,1574408,6.262926934318317,1574409,6.5755113457428065
4,2,-121.3296001570385,45.641609276000054,1574409,2.8792518574537356,1574408,4.14430973205245,1572610,5.972438898584693,1572609,7.206843167945413
4,3,-121.3296001570385,45.650297137284966,1574409,1.1829923691646647,1574408,4.025692529786581,1572610,10.231915970029549,1576208,11.11770756958697
4,4,-121.3296001570385,45.65898499856987,1574409,1.4867328808755937,1576208,5.466235580807202,1574408,5.907075327520712,1576207,9.922850186581035
