lat,lon,TMP:2 m,SPFH:2 m,UGRD:10 m,VGRD:10 m,LTNG,PRATE,PRES:surface,x,y,sqdist
43.966188380140665,-123.79192082005474,283.3361,0.00759,4.8521395,2.2140732,0.0,0.0,97380.0,7.19589952151282,-4.396029145376796,72.30681991389454
43.96919801577509,-123.90982887084832,284.8361,0.00788,3.9146395,2.2140732,0.0,0.0,100750.0,-2.5950332817177286,-4.049709581687537,81.00280260966613
43.976792757970685,-123.87404013627221,283.4611,0.00777,3.6021395,2.4640732,0.0,0.0,98370.0,0.3768171813242818,-3.1757806005766227,45.02135412665403
43.984377383119785,-123.83824319869424,284.6486,0.00784,4.5396395,2.5890732,0.0,0.0,99880.0,3.3493488110851244,-2.3030157906654374,28.244021067853563
43.991951888034926,-123.80243806612737,283.8361,0.00778,4.0396395,1.6515732,0.0,0.0,98480.0,6.322560942178833,-1.4314155187365671,30.67685471419157
43.99495167040436,-123.92039246224493,283.7736,0.00784,4.4771395,1.4640732,0.0,0.0,98850.0,-3.4722203171148944,-1.086229772840309,58.58690958972139
44.00254902526621,-123.88459101751357,284.4611,0.00788,4.0396395,2.2765732,0.0,0.0,99830.0,-0.499314419136603,-0.21200015153626392,22.56214637744632
44.010136259747696,-123.84878136048042,284.8361,0.00796,2.9771395,1.7765732,0.0,0.0,100780.0,2.474273417814274,0.6610649149383367,5.747005771349095
44.017713370659656,-123.8129634991646,284.3361,0.00793,2.7271395,1.6515732,0.0,0.0,99960.0,5.448542527839628,1.5329650596063145,8.147552026975179
44.02070329238846,-123.93096427395113,284.1486,0.00794,4.4146395,1.6515732,0.0,0.0,99760.0,-4.3500899564410735,1.8770161389927775,55.28491511985863
44.02830326020809,-123.89515011105902,283.5236,0.00784,4.5396395,1.4015732,0.0,0.0,98360.0,-1.3761279587612414,2.751546434035405,19.212225085892353
44.03589310431332,-123.85932772655158,284.5861,0.00794,3.1021395,1.4015732,0.0,0.0,100270.0,1.5985167512754181,3.624911790600069,2.3546700424865925
44.04347282151343,-123.82349712845405,283.7736,0.00791,2.7271395,1.7140732,0.0,0.0,99020.0,4.5738435072633745,4.497111841531348,4.718327251408464
44.05104240862149,-123.78765832480534,284.5236,0.00797,2.9771395,1.6515732,0.0,0.0,100320.0,7.549851641661887,5.368146220106346,26.30926648093734
44.05405545629358,-123.90571742622211,284.1486,0.00791,4.1021395,1.2140732,0.0,0.0,99680.0,-2.253624210933875,5.7148584078666245,34.97102352447468
44.061647910313916,-123.86988230621509,283.9611,0.00788,3.4146395,1.2765732,0.0,0.0,99300.0,0.7220780385988177,6.588524088048815,18.06643359274039
44.069230234093475,-123.83403896329693,284.3361,0.00792,2.2896395,1.4015732,0.0,0.0,100090.0,3.6984631080901162,7.4610240787618665,20.388586544656064
