INC209R_IDENTIFIER,INC_IDENTIFIER,REPORT_FROM_DATE,REPORT_TO_DATE,STATUS,CURR_INCIDENT_AREA,PCT_CONTAINED_COMPLETED,COMPLEXITY_LEVEL_IDENTIFIER,FUEL_MODEL_IDENTIFIER,PROJ_INCIDENT_AREA,PROJ_INC_AREA_UOM_IDENTIFIER,ANTICIPATED_COMPLETION_DATE,EXPECTED_CONTAINMENT_DATE,PCT_PERIM_TO_BE_CONTAINED,SECNDRY_FUEL_MODEL_IDENTIFIER,ADDNTL_FUEL_MODEL_IDENTIFIER,GEN_FIRE_BEHAVIOR_IDENTIFIER,FIRE_BEHAVIOR_1_IDENTIFIER,FIRE_BEHAVIOR_2_IDENTIFIER,FIRE_BEHAVIOR_3_IDENTIFIER
9061958,9061859,2018-07-19 15:00:00,2018-07-20 15:00:00,U,250.0,58.0,7483838.0,7483850.0,300,7483977,2018-07-31 12:00:00,,100,7483853,,7484237,,,
9063525,9063512,2018-07-28 18:00:00,2018-07-29 17:00:00,U,4500.0,33.0,7483838.0,7483851.0,,7483977,2018-08-05 12:00:00,,100,7483853,7483852,7484236,7484251,7484245,7484240
9063545,9063512,2018-07-28 12:45:00,2018-07-28 18:15:00,I,700.0,0.0,7483838.0,7483851.0,,7483977,2018-08-11 12:00:00,,100,7483852,,7484235,7484240,7484245,7484248
9063584,9063583,2018-08-01 08:00:00,2018-08-02 14:00:00,U,470.0,95.0,7483836.0,7483849.0,470,7483977,2018-08-02 12:00:00,,100,7483853,7483850,7484238,,,
9061508,9059104,2018-08-06 20:00:00,2018-08-07 19:30:00,U,10858.0,50.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9061982,9061859,2018-07-18 08:00:00,2018-07-18 14:00:00,I,250.0,49.0,7483838.0,7483850.0,300,7483977,2018-07-31 12:00:00,,100,7483853,,7484236,7484241,7484251,7484242
9062009,9062008,2018-07-24 08:00:00,2018-07-24 22:00:00,F,3758.0,100.0,7483837.0,7483853.0,3758,,2018-07-24 12:00:00,,100,7483851,7483849,7484238,,,
9062020,9062008,2018-07-23 07:00:00,2018-07-23 18:00:00,I,3758.0,0.0,7483838.0,7483853.0,3800,,2018-07-24 12:00:00,,100,7483851,7483849,7484236,7484243,,
9062096,9062095,2018-01-31 07:00:00,2018-01-31 19:00:00,U,500.0,99.0,7483838.0,7483851.0,,,2018-02-02 12:00:00,,100,,,7484238,,,
9062106,9062095,2018-02-01 08:00:00,2018-02-01 17:00:00,F,500.0,100.0,7483838.0,7483851.0,,,2018-02-02 12:00:00,,100,,,7484238,,,
9062116,9062095,2018-01-30 15:15:00,2018-01-30 20:30:00,I,500.0,80.0,7483838.0,7483851.0,,,2018-02-02 12:00:00,,100,,,7484236,7484242,7484244,
9062134,9062133,2018-01-30 23:00:00,2018-01-31 17:00:00,F,634.0,100.0,7483837.0,7483849.0,634,7483977,2018-01-30 12:00:00,,100,7483853,,7484238,7484254,,
9062143,9062133,2018-04-27 14:30:00,2018-04-27 14:45:00,U,593.0,100.0,7483837.0,7483849.0,592.7,7483977,2018-01-30 12:00:00,,100,7483853,,7484238,,,
9062152,9062133,2018-04-27 19:00:00,2018-04-27 19:30:00,F,593.0,100.0,7483837.0,7483849.0,592.7,7483977,2018-01-30 12:00:00,,100,7483853,,7484238,,,
9062162,9062161,2018-02-01 08:00:00,2018-02-01 14:30:00,U,633.0,100.0,7483837.0,7483858.0,633,7483977,2018-01-31 12:00:00,,100,,,7484238,7484254,,
9062173,9062161,2018-02-03 13:45:00,2018-02-04 15:30:00,F,633.0,100.0,7483837.0,7483858.0,633,7483977,2018-01-31 12:00:00,,100,,,7484238,,,
9063877,9063876,2018-07-28 13:30:00,2018-07-28 20:15:00,I,20000.0,0.0,7483837.0,7483850.0,30000,7483977,2018-07-31 12:00:00,,100,7483853,,7484235,7484243,7484247,7484242
9062184,9062161,2018-02-01 14:45:00,2018-02-03 13:30:00,U,633.0,100.0,7483837.0,7483858.0,633,7483977,2018-01-31 12:00:00,,100,,,7484238,,,
9062194,9062161,2018-01-30 23:00:00,2018-01-31 15:00:00,U,700.0,70.0,7483837.0,7483858.0,700,7483977,2018-01-31 12:00:00,,100,,,7484236,,,
9062205,9062161,2018-01-30 21:00:00,2018-01-30 23:00:00,I,150.0,35.0,7483837.0,7483858.0,,,2018-01-31 12:00:00,,100,,,7484236,,,
9062219,9062218,2018-02-01 19:15:00,2018-02-02 08:15:00,F,104.0,100.0,7483837.0,7483851.0,104,7483977,2018-02-01 12:00:00,,100,7483859,,7484238,,,
9062231,9062218,2018-02-01 14:35:00,2018-02-01 19:15:00,I,104.0,60.0,7483837.0,7483851.0,,,2018-02-01 12:00:00,,100,7483859,,7484236,7484242,7484243,
9062250,9062249,2018-03-23 15:30:00,2018-03-23 15:45:00,F,3900.0,100.0,7483837.0,7483850.0,,,2018-03-22 12:00:00,,100,,,7484238,,,
9062264,9062249,2018-03-22 01:30:00,2018-03-23 15:00:00,F,3900.0,100.0,7483837.0,7483850.0,,,2018-03-22 12:00:00,,100,,,7484237,,,
9062348,9062347,2018-07-28 17:00:00,2018-07-29 14:00:00,U,2600.0,35.0,7483836.0,7483849.0,2650,7483977,2018-07-31 12:00:00,,0,7483853,,7484238,7484254,,
9063897,9063876,2018-07-28 19:00:00,2018-07-29 20:15:00,F,20000.0,100.0,7483838.0,7483850.0,30000,7483977,2018-07-31 12:00:00,,100,7483853,,7484235,,,
9061547,9059104,2018-07-31 20:00:00,2018-08-01 20:00:00,U,6988.0,15.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9062359,9062347,2018-07-29 17:00:00,2018-07-31 11:30:00,F,2600.0,100.0,7483836.0,7483849.0,2650,7483977,2018-07-31 12:00:00,,0,7483853,,7484238,,,
9062369,9062347,2018-07-27 22:00:00,2018-07-28 17:00:00,I,1052.0,15.0,7483836.0,7483849.0,1200,7483977,2018-08-03 12:00:00,,0,7483853,,7484237,7484245,7484244,
9062405,9062404,2018-08-10 18:00:00,2018-08-11 15:00:00,I,413.0,90.0,7483836.0,7483851.0,,,2018-08-12 12:00:00,,100,7483853,,7484238,,,
9062423,9062404,2018-08-11 15:00:00,2018-08-14 14:00:00,F,413.0,100.0,7483836.0,7483851.0,,,2018-08-12 12:00:00,,100,7483853,,7484238,,,
9062439,9062438,2018-08-12 17:00:00,2018-08-13 17:00:00,F,54.0,89.0,7483837.0,7483850.0,54,7483977,2018-08-16 12:00:00,,100,7483853,,7484238,,,
9062524,9062523,2018-07-12 12:00:00,2018-07-25 18:00:00,U,2337.0,50.0,7483836.0,7483850.0,5000,7483977,2018-08-23 12:00:00,,100,,,7484238,,,
9063595,9063583,2018-08-02 22:00:00,2018-08-04 20:00:00,F,470.0,100.0,7483836.0,7483849.0,470,7483977,2018-08-02 12:00:00,,100,7483853,7483850,7484238,,,
9063606,9063583,2018-07-31 08:00:00,2018-07-31 17:00:00,U,470.0,85.0,7483837.0,7483849.0,470,7483977,2018-08-02 12:00:00,,100,7483853,7483850,7484238,,,
9063627,9063583,2018-07-30 08:00:00,2018-07-30 18:30:00,U,576.0,75.0,7483838.0,7483849.0,576,7483977,2018-08-05 12:00:00,,100,7483853,7483850,7484238,7484254,,
9063651,9063583,2018-07-28 14:00:00,2018-07-29 01:45:00,I,576.0,5.0,7483838.0,7483849.0,650,7483977,2018-08-05 12:00:00,,100,7483853,,7484236,,,
9062542,9062523,2018-07-12 18:00:00,2018-07-26 06:00:00,U,2337.0,50.0,7483836.0,7483850.0,2337,7483977,2018-08-31 12:00:00,,100,,,7484238,,,
9062560,9062523,2018-07-26 08:00:00,2018-07-31 09:00:00,U,2337.0,50.0,7483836.0,7483850.0,2337,7483977,2018-08-31 12:00:00,,100,,,7484238,,,
9062579,9062523,2018-08-01 07:00:00,2018-08-14 12:00:00,F,2337.0,100.0,7483836.0,7483850.0,2337,7483977,2018-08-31 12:00:00,,100,,,7484238,,,
9062597,9062523,2018-07-09 17:00:00,2018-07-11 20:00:00,U,2337.0,50.0,7483837.0,7483850.0,5000,7483977,2018-08-23 12:00:00,,100,,,7484238,,,
9063674,9063673,2018-09-04 14:00:00,2018-09-04 15:00:00,F,700.0,100.0,7483837.0,7483853.0,700,7483977,2018-09-04 12:00:00,,100,7483858,7483851,7484238,,,
9063683,9063673,2018-08-10 17:30:00,2018-08-11 00:00:00,I,700.0,0.0,7483837.0,7483853.0,,,2018-08-12 12:00:00,,100,7483858,7483851,7484236,7484242,7484243,
9063785,9063784,2018-06-26 08:00:00,2018-06-26 16:45:00,F,2246.0,100.0,7483836.0,7483853.0,,,2018-06-27 12:00:00,,100,7483851,7483849,7484238,,,
9063798,9063784,2018-06-24 22:00:00,2018-06-25 18:00:00,U,2246.0,90.0,7483836.0,7483853.0,,,2018-06-27 12:00:00,,100,7483851,7483849,7484237,,,
9063811,9063784,2018-06-24 14:45:00,2018-06-24 21:00:00,I,1000.0,10.0,7483837.0,7483853.0,,,2018-06-27 12:00:00,,100,7483851,7483849,7484236,7484243,7484242,7484252
9063841,9063840,2018-06-24 16:30:00,2018-06-25 17:00:00,F,771.0,100.0,7483837.0,7483853.0,,,2018-06-25 12:00:00,,100,7483851,7483849,7484238,7484254,,
9061594,9059104,2018-07-29 20:00:00,2018-07-30 20:00:00,U,5360.0,15.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9062618,9062523,2018-07-05 18:30:00,2018-07-06 18:00:00,U,2337.0,21.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484238,7484245,7484246,7484254
9062642,9062523,2018-07-04 18:00:00,2018-07-05 16:30:00,U,2307.0,20.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484238,7484245,7484246,7484254
9062670,9062523,2018-07-05 17:15:00,2018-07-05 17:30:00,U,2307.0,20.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484238,7484245,7484246,7484254
9062698,9062523,2018-07-06 18:00:00,2018-07-07 17:30:00,U,2337.0,21.0,7483838.0,7483850.0,5000,7483977,2018-08-23 12:00:00,,100,,,7484238,7484246,7484254,
9062722,9062523,2018-07-08 18:00:00,2018-07-09 18:00:00,U,2337.0,50.0,7483838.0,7483850.0,5000,7483977,2018-08-23 12:00:00,,100,,,7484238,7484254,,
9062743,9062523,2018-07-07 18:00:00,2018-07-08 18:00:00,U,2337.0,40.0,7483838.0,7483850.0,5000,7483977,2018-08-23 12:00:00,,100,,,7484238,7484254,,
9062763,9062523,2018-06-28 18:00:00,2018-06-29 18:00:00,U,1859.0,0.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484245,7484244,7484246
9062795,9062523,2018-07-03 18:00:00,2018-07-04 17:00:00,U,2307.0,15.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484245,7484244,7484246
9061635,9059104,2018-07-30 20:00:00,2018-07-31 20:00:00,U,6174.0,15.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9062827,9062523,2018-06-30 18:00:00,2018-06-30 20:15:00,U,1859.0,0.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484246,7484245,7484248
9062859,9062523,2018-06-29 18:00:00,2018-06-30 18:00:00,U,1859.0,0.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484246,7484245,7484248
9063242,9063097,2018-07-01 08:00:00,2018-07-01 19:30:00,U,1678.0,97.0,7483838.0,7483851.0,1678,7483977,2018-07-05 12:00:00,,100,7483853,,7484238,7484246,7484254,
9057614,9057553,2018-08-27 17:00:00,2018-08-28 17:45:00,U,6614.0,56.0,7483838.0,7483858.0,6614,7483977,2018-09-21 12:00:00,,100,7483853,,7484238,7484254,,
9059675,9059104,2018-09-15 18:00:00,2018-09-16 17:30:00,U,33263.0,84.0,7483839.0,7483858.0,,,2018-10-15 12:00:00,,100,7483853,7483857,7484237,7484244,7484245,7484250
9058155,9058031,2018-06-21 10:00:00,2018-06-21 22:00:00,U,763.0,0.0,7483837.0,7483851.0,,,2018-06-27 12:00:00,,100,7483850,,7484237,7484246,7484247,7484254
9058176,9058175,2018-06-21 07:00:00,2018-06-21 10:00:00,I,2.0,100.0,7483837.0,7483857.0,2.2,7483977,2018-06-22 12:00:00,,100,,,7484238,7484246,,
9058187,9058175,2018-06-21 10:30:00,2018-06-21 11:00:00,F,2.0,100.0,7483837.0,7483857.0,2.2,7483977,2018-06-22 12:00:00,,100,,,7484238,,,
9058216,9058215,2018-06-12 21:00:00,2018-06-14 11:00:00,F,2063.0,100.0,7483838.0,7483851.0,2063.3,7483977,2018-06-14 12:00:00,,100,7483853,,7484238,,,
9062891,9062523,2018-06-30 20:15:00,2018-06-30 20:30:00,U,1859.0,0.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484246,7484245,7484248
9062923,9062523,2018-06-27 18:00:00,2018-06-28 18:00:00,U,1672.0,0.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484246,7484244,7484245
9062951,9062523,2018-06-30 20:00:00,2018-07-01 17:30:00,U,2094.0,0.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484246,7484244,7484248
9062983,9062523,2018-07-01 18:00:00,2018-07-02 17:30:00,U,2247.0,12.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484248,7484244,7484246
9061678,9059104,2018-08-04 20:00:00,2018-08-05 20:00:00,U,9848.0,35.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9063015,9062523,2018-06-25 20:00:00,2018-06-26 18:00:00,I,100.0,0.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484249,7484253,
9063038,9062523,2018-07-02 18:00:00,2018-07-03 18:00:00,U,2307.0,12.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484237,7484250,7484245,7484246
9063070,9062523,2018-06-26 18:00:00,2018-06-27 18:00:00,U,800.0,0.0,7483838.0,7483850.0,5000,7483977,2018-07-16 12:00:00,,100,,,7484236,7484239,7484243,7484251
9063098,9063097,2018-06-25 20:00:00,2018-06-26 07:30:00,U,1350.0,60.0,7483838.0,7483851.0,1600,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,7484244,7484245,7484247
9063128,9063097,2018-06-26 08:00:00,2018-06-26 17:30:00,U,1475.0,65.0,7483838.0,7483851.0,1600,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,7484245,7484246,7484250
9063156,9063097,2018-06-28 08:00:00,2018-06-28 18:00:00,U,1678.0,85.0,7483838.0,7483851.0,1678,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,7484246,,
9061720,9059104,2018-08-01 20:00:00,2018-08-02 20:00:00,U,7693.0,15.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9063181,9063097,2018-07-03 20:00:00,2018-07-04 19:30:00,U,1678.0,98.0,7483838.0,7483851.0,1678,7483977,2018-07-05 12:00:00,,100,7483853,,7484238,7484246,,
9063194,9063097,2018-06-29 20:00:00,2018-06-29 22:45:00,U,1678.0,97.0,7483838.0,7483851.0,1678,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,7484246,7484254,
9063213,9063097,2018-06-26 20:00:00,2018-06-27 07:45:00,U,1475.0,65.0,7483838.0,7483851.0,1600,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,7484246,7484254,7484249
9063260,9063097,2018-06-27 08:00:00,2018-06-27 19:30:00,U,1475.0,70.0,7483838.0,7483851.0,1600,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,7484246,7484249,
9063286,9063097,2018-06-27 20:00:00,2018-06-28 02:15:00,U,1475.0,75.0,7483838.0,7483851.0,1600,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,7484246,7484249,
9063311,9063097,2018-07-01 20:00:00,2018-07-02 19:30:00,U,1678.0,97.0,7483838.0,7483851.0,1678,7483977,2018-07-05 12:00:00,,100,7483853,,7484238,7484254,,
9061765,9059104,2018-08-05 20:00:00,2018-08-06 20:00:00,U,10302.0,40.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9063327,9063097,2018-07-03 08:00:00,2018-07-03 18:00:00,U,1678.0,98.0,7483838.0,7483851.0,1678,7483977,2018-07-05 12:00:00,,100,7483853,,7484238,7484254,,
9063340,9063097,2018-06-29 08:00:00,2018-06-29 20:00:00,U,1678.0,85.0,7483838.0,7483851.0,1678,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,7484254,,
9063366,9063097,2018-06-28 21:00:00,2018-06-29 03:00:00,U,1678.0,85.0,7483838.0,7483851.0,1678,7483977,2018-07-01 12:00:00,,100,7483853,,7484238,,,
9063391,9063097,2018-07-04 20:00:00,2018-07-05 20:00:00,F,1678.0,100.0,7483838.0,7483851.0,1678,7483977,2018-07-05 12:00:00,,100,7483853,,7484238,,,
9060155,9059104,2018-09-01 20:00:00,2018-09-02 19:00:00,U,27905.0,70.0,7483839.0,7483858.0,,,2018-10-15 12:00:00,,100,7483850,7483853,7484237,7484247,7484244,7484245
9060533,9059104,2018-07-19 20:30:00,2018-07-20 20:00:00,U,1048.0,0.0,7483839.0,7483858.0,,,2018-10-31 12:00:00,,100,7483852,7483857,7484236,7484247,7484244,7484245
9060560,9059104,2018-07-18 20:00:00,2018-07-19 20:00:00,U,400.0,0.0,7483839.0,7483858.0,,,2018-10-31 12:00:00,,100,7483852,7483857,7484236,7484247,7484244,7484245
9061337,9059104,2018-07-26 20:00:00,2018-07-27 20:00:00,U,2988.0,10.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9054808,9053386,2018-08-12 20:00:00,2018-08-12 20:15:00,U,280.0,5.0,7483839.0,7483858.0,10000,7483977,2018-09-01 12:00:00,,100,7483852,7483851,7484236,7484244,7484245,7484253
9055219,9053386,2018-08-20 08:00:00,2018-08-20 19:30:00,U,15210.0,11.0,7483839.0,7483858.0,19500,7483977,2018-09-01 12:00:00,,100,7483852,7483851,7484236,7484245,7484244,7484246
9055638,9053386,2018-08-28 19:30:00,2018-08-29 07:45:00,U,33044.0,32.0,7483840.0,7483858.0,,7483977,2018-09-09 12:00:00,,100,7483852,7483851,7484237,7484244,7484245,7484246
9056105,9053386,2018-09-02 19:30:00,2018-09-03 07:30:00,U,45289.0,46.0,7483840.0,7483858.0,,7483977,2018-09-09 12:00:00,,100,7483852,7483851,7484237,7484250,7484246,7484245
9056614,9053386,2018-09-03 07:30:00,2018-09-03 19:30:00,U,45289.0,54.0,7483840.0,7483858.0,,7483977,2018-09-09 12:00:00,,100,7483852,7483851,7484236,7484250,7484245,7484254
9057956,9057553,2018-08-18 19:00:00,2018-08-19 18:00:00,U,6613.0,13.0,7483839.0,7483858.0,,7483977,2018-09-21 12:00:00,,100,7483853,,7484236,7484250,7484253,
9057983,9057982,2018-06-04 08:00:00,2018-06-05 12:00:00,U,818.0,94.0,7483837.0,7483850.0,818,7483977,2018-06-30 12:00:00,,100,,,7484238,7484254,,
9057992,9057982,2018-05-28 08:00:00,2018-05-29 08:00:00,I,818.0,75.0,7483837.0,7483850.0,,,,,100,,,7484238,7484254,,
9058000,9057982,2018-06-05 13:15:00,2018-06-25 14:00:00,F,818.0,100.0,7483837.0,7483850.0,818,7483977,2018-06-30 12:00:00,,100,,,7484238,,,
9058009,9057982,2018-06-25 15:00:00,2018-07-02 08:00:00,F,818.0,100.0,7483837.0,7483850.0,818,7483977,2018-07-02 12:00:00,,100,,,7484238,,,
9059218,9059104,2018-09-21 17:00:00,2018-09-22 17:15:00,U,33502.0,84.0,7483838.0,7483858.0,,,2018-10-15 12:00:00,,100,7483853,7483857,7484238,7484246,7484245,7484254
9059620,9059104,2018-09-12 18:00:00,2018-09-13 17:30:00,U,33802.0,82.0,7483839.0,7483858.0,,,2018-10-15 12:00:00,,100,7483853,7483857,7484237,7484244,7484246,7484250
9060581,9059104,2018-07-20 20:00:00,2018-07-21 20:00:00,U,1372.0,0.0,7483839.0,7483858.0,,,2018-10-31 12:00:00,,100,7483852,7483857,7484236,7484251,7484241,7484245
9060914,9059104,2018-08-16 20:00:00,2018-08-17 19:00:00,U,18618.0,57.0,7483840.0,7483858.0,,,2018-10-15 12:00:00,,100,7483850,7483853,7484236,7484245,7484247,7484253
9053968,9053386,2018-08-21 20:00:00,2018-08-22 07:45:00,U,18814.0,17.0,7483839.0,7483858.0,19500,7483977,2018-09-01 12:00:00,,100,7483852,7483851,7484237,7484245,7484244,
9054333,9053386,2018-08-23 17:30:00,2018-08-24 07:30:00,U,22622.0,19.0,7483839.0,7483858.0,45779,7483977,2018-09-01 12:00:00,,100,7483852,7483851,7484236,7484243,7484245,7484244
9054843,9053386,2018-08-12 08:00:00,2018-08-12 20:00:00,U,280.0,4.0,7483839.0,7483858.0,10000,7483977,2018-09-01 12:00:00,,100,7483852,7483851,7484236,7484244,7484245,7484253
9055276,9053386,2018-09-07 08:00:00,2018-09-07 18:30:00,U,46150.0,89.0,7483840.0,7483858.0,46150,7483977,2018-09-09 12:00:00,,100,7483852,7483851,7484238,7484246,7484254,7484249
9057629,9057553,2018-08-30 17:45:00,2018-08-31 17:45:00,U,6614.0,100.0,7483838.0,7483858.0,6614,7483977,2018-09-21 12:00:00,,40,7483853,,7484238,7484254,,
9057641,9057553,2018-08-11 09:00:00,2018-08-11 21:30:00,I,2000.0,2.0,7483838.0,7483858.0,5000,7483977,2018-08-26 12:00:00,,100,,,7484236,7484239,,
9058032,9058031,2018-06-20 10:00:00,2018-06-20 21:00:00,I,1898.0,0.0,7483837.0,7483851.0,,,2018-06-27 12:00:00,,0,7483850,,7484236,7484246,7484243,7484244
9058046,9058031,2018-06-20 21:15:00,2018-06-20 21:30:00,U,1898.0,0.0,7483837.0,7483851.0,,,2018-06-27 12:00:00,,0,7483850,,7484236,7484246,7484243,7484244
9058061,9058031,2018-06-22 23:45:00,2018-06-23 22:45:00,U,778.0,100.0,7483837.0,7483851.0,1000,7483977,2018-06-27 12:00:00,,50,7483850,,7484238,7484254,,
9059246,9059104,2018-09-19 18:00:00,2018-09-20 17:00:00,U,33440.0,84.0,7483838.0,7483858.0,,,2018-10-15 12:00:00,,100,7483853,7483857,7484237,7484244,7484250,7484251
9059646,9059104,2018-09-10 18:00:00,2018-09-11 17:00:00,U,32782.0,78.0,7483839.0,7483858.0,,,2018-10-15 12:00:00,,100,7483853,7483857,7484237,7484244,7484245,7484250
9059920,9059104,2018-08-25 08:00:00,2018-08-26 20:00:00,U,24605.0,70.0,7483839.0,7483858.0,,,2018-10-15 12:00:00,,100,7483850,7483853,7484237,7484247,7484245,7484244
9060186,9059104,2018-09-04 18:00:00,2018-09-05 18:00:00,U,30109.0,70.0,7483839.0,7483858.0,,,2018-10-15 12:00:00,,100,7483853,7483857,7484236,7484240,7484241,7484251
9060957,9059104,2018-07-22 20:00:00,2018-07-23 20:00:00,U,1911.0,0.0,7483840.0,7483858.0,,,2018-10-31 12:00:00,,100,7483850,7483852,7484236,7484245,7484244,7484249
9061381,9059104,2018-08-03 20:00:00,2018-08-04 20:00:00,U,9463.0,30.0,7483840.0,7483858.0,,,2018-08-31 12:00:00,,100,7483850,7483852,7484236,7484247,7484251,7484241
9054877,9053386,2018-08-12 20:15:00,2018-08-12 20:30:00,U,3825.0,5.0,7483839.0,7483858.0,10000,7483977,2018-09-01 12:00:00,,100,7483852,7483851,7484236,7484244,7484245,7484253
9055312,9053386,2018-09-09 08:00:00,2018-09-09 19:00:00,U,46150.0,95.0,7483840.0,7483858.0,46150,7483977,2018-09-09 12:00:00,,100,7483852,7483851,7484238,7484246,7484254,
9055697,9053386,2018-08-30 19:45:00,2018-08-31 07:30:00,U,36083.0,39.0,7483840.0,7483858.0,,7483977,2018-09-09 12:00:00,,100,7483852,7483851,7484237,7484245,7484246,7484254
9056170,9053386,2018-09-03 19:30:00,2018-09-04 07:30:00,U,46051.0,60.0,7483840.0,7483858.0,,7483977,2018-09-09 12:00:00,,100,7483852,7483851,7484237,7484250,7484245,7484246
9056680,9053386,2018-08-31 07:30:00,2018-08-31 19:15:00,U,36083.0,42.0,7483840.0,7483858.0,,7483977,2018-09-09 12:00:00,,100,7483852,7483851,7484236,7484250,7484244,7484245
9056747,9056746,2018-08-11 00:30:00,2018-08-11 07:00:00,U,1000.0,70.0,7483838.0,7483851.0,1200,7483977,2018-08-14 12:00:00,,100,7483853,,7484238,7484254,7484246,
