x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-114.36688552707479,43.93266695291225,1389277,1.489564831016863,1389278,3.8272700503922277,1391076,8.962717899137342,1391077,11.277570304872627
0,1,-114.36688552707479,43.94135740497078,1389277,3.5798705727425384,1389278,4.791679343779872,1391076,4.97662477324275,1391077,6.165183545567535
0,2,-114.36688552707479,43.95004785702931,1391076,2.990531647348159,1391077,3.0527967862624426,1389277,7.670176314468213,1389278,7.756088637167516
0,3,-114.36688552707479,43.95873830908784,1391077,1.94041002695735,1391076,3.004438521453568,1392876,10.259296046697429,1392875,11.35055969916366
1,0,-114.35485744049998,43.93266695291225,1389278,0.9147499541918587,1389277,4.6734816594761055,1391077,9.4938660597772,1387479,11.43619272671204
1,1,-114.35485744049998,43.94135740497078,1389278,1.8791592475795031,1391077,4.381479300472109,1389277,6.76378740120178,1391076,9.291703495755396
1,2,-114.35485744049998,43.95004785702931,1391077,1.2690925411670158,1389278,4.843568540967147,1391076,7.305610369860805,1389277,10.854093142927455
1,3,-114.35485744049998,43.95873830908784,1391077,0.1567057818619234,1391076,7.319517243966214,1392876,9.605307761364124,1389278,9.807977834354793
2,0,-114.34282935392518,43.93266695291225,1389278,0.0022298579914898768,1389279,9.365445586065954,1387479,9.395755825017398,1391077,9.710161814681774
2,1,-114.34282935392518,43.94135740497078,1389278,0.9666391513791344,1391077,4.597775055376682,1389279,9.206388897211609,1389277,11.947704229661024
2,2,-114.34282935392518,43.95004785702931,1391077,1.485388296071589,1389278,3.9310484447667786,1391078,8.580194964584926,1389279,11.047332208357263
2,3,-114.34282935392518,43.95873830908784,1391077,0.37300153676649656,1391078,6.34394588107818,1389278,8.895457738154423,1392876,10.95131947603082
