x,y,lat,lon,TMP:2 m,SPFH:2 m,UGRD:10 m,VGRD:10 m,LTNG,PRATE,PRES:surface,on_fire
0,0,39.40058917992302,-112.35152031707999,293.9167807119737,0.005530192701466607,0.451329908960421,3.4136075821917773,0.0,0.0,84914.01278465327,0.0
0,1,39.40928630856405,-112.35152031707999,293.3881276713423,0.0055406662836387744,0.3406035347733811,3.127320944305242,0.0,0.0,84949.56147477237,0.0
0,2,39.41798343720508,-112.35152031707999,292.2989209030238,0.0055745806684013985,0.4645327103711137,2.690030942247715,0.0,0.0,85054.29702701047,0.0
0,3,39.42668056584611,-112.35152031707999,290.95253953475145,0.005638043741876906,0.5656842433466533,2.1987549473404884,0.0,0.0,85137.61424611395,0.0
0,4,39.435377694487144,-112.35152031707999,290.04450954258175,0.00569178539331245,0.5427283653841145,1.816842351610465,0.0,0.0,85174.99963424313,0.0
0,5,39.444074823128176,-112.35152031707999,289.6532109409423,0.00571524658844086,0.43250203265853643,1.240203945857902,0.0,0.0,85203.3094466124,0.0
0,6,39.45277195176921,-112.35152031707999,288.7144685457568,0.005778910019707684,0.07433038543142022,-0.04892085058724269,0.0,0.0,85239.88201782227,0.0
0,7,39.46146908041024,-112.35152031707999,287.9472744127933,0.0058294391282638835,-0.17917117082468548,-0.8671492473734587,0.0,0.0,85259.86624205447,0.0
0,8,39.47016620905127,-112.35152031707999,288.3974149441417,0.0058305248603237585,-0.318414618713648,-1.0108003842692779,0.0,0.0,85256.46716735401,0.0
0,9,39.47886333769231,-112.35152031707999,289.5992541785978,0.00587949973296892,-1.0730476866924223,-1.8517700557362842,0.0,0.0,85270.33884580566,0.0
0,10,39.48756046633334,-112.35152031707999,290.14058046541396,0.005927469278057045,-1.4214344444205453,-2.285564527498155,0.0,0.0,85325.41501118349,0.0
0,11,39.496257594974374,-112.35152031707999,290.2268423119178,0.005945105863540621,-1.5614252924401733,-2.2952968898438924,0.0,0.0,85319.7720727498,0.0
0,12,39.504954723615405,-112.35152031707999,290.3153761012164,0.005996095410299969,-1.7987907572739255,-2.222550640298861,0.0,0.0,85346.75449740578,0.0
0,13,39.51365185225644,-112.35152031707999,290.36470289265407,0.0060255913182774845,-1.8613455242054238,-2.161250426467118,0.0,0.0,85401.92003472347,0.0
0,14,39.52234898089747,-112.35152031707999,290.3621063218481,0.00605955868548672,-2.043521896302325,-1.989138027748371,0.0,0.0,85374.58068473039,0.0
0,15,39.5310461095385,-112.35152031707999,290.3378328784254,0.006082293580833357,-2.2499904163815745,-1.7427805690139109,0.0,0.0,85299.04189730136,0.0
0,16,39.53974323817953,-112.35152031707999,290.34410774387834,0.006085996223363187,-2.3556683590375354,-1.5293549518486336,0.0,0.0,85253.19680275871,0.0
0,17,39.548440366820564,-112.35152031707999,290.6661560672755,0.006013870044905321,-2.433223938900283,-1.1096525177061618,0.0,0.0,85202.63157683771,0.0
0,18,39.557137495461596,-112.35152031707999,290.87829796426576,0.005955399201637743,-2.410984542026051,-0.8269946452497872,0.0,0.0,85182.7392176304,0.0
0,19,39.56583462410263,-112.35152031707999,291.0089215455144,0.005903553678142675,-2.3862230684121357,-0.44884410070787284,0.0,0.0,85156.8184890639,0.0
0,20,39.57453175274366,-112.35152031707999,291.07946519847786,0.005893224004764445,-2.169174899092351,-0.14708693624523916,0.0,0.0,85130.21910152327,0.0
0,21,39.58322888138469,-112.35152031707999,291.00079669933035,0.005936656567584464,-1.8350849935292735,-0.2690663115482304,0.0,0.0,85133.99721207838,0.0
0,22,39.59192601002572,-112.35152031707999,290.9803616787475,0.005956664837490003,-1.3801972217294152,-0.3493820735677559,0.0,0.0,85125.24824094109,0.0
0,23,39.600623138666755,-112.35152031707999,291.00210467814884,0.005979808450636665,-1.1278325958725202,-0.3700299137137127,0.0,0.0,85101.04041739627,0.0
0,24,39.60932026730779,-112.35152031707999,290.59125320007286,0.006326184627179624,-0.7109204428796461,-0.780711405206675,0.0,0.0,85029.88093187095,0.0
0,25,39.618017395948826,-112.35152031707999,290.0800949220516,0.0068127286448364365,0.026968580662681853,-1.4979694662732903,0.0,0.0,84958.71387015333,0.0
0,26,39.62671452458986,-112.35152031707999,289.9227754026717,0.006987126459428766,0.424695590223029,-1.869317783995939,0.0,0.0,84957.71967330007,0.0
0,27,39.63541165323089,-112.35152031707999,289.9712368289287,0.006949261934227473,0.023879234858271564,-1.890337395482295,0.0,0.0,84897.30026477686,0.0
0,28,39.64410878187192,-112.35152031707999,289.86386477018135,0.0069806293626640354,-0.9235739181977377,-2.538108175359277,0.0,0.0,84860.6104915188,0.0
0,29,39.65280591051295,-112.35152031707999,289.81349904927066,0.006994849342216326,-1.2413068888523917,-2.6935404467776083,0.0,0.0,84839.12034942128,0.0
0,30,39.661503039153985,-112.35152031707999,290.0078532827182,0.00679065752127544,-1.5811929654224959,-2.7816501907666873,0.0,0.0,84758.42193649599,0.0
0,31,39.67020016779502,-112.35152031707999,290.1948986109354,0.006526462005431905,-2.37043818488032,-2.7961641917272786,0.0,0.0,84627.74152219473,0.0
0,32,39.67889729643605,-112.35152031707999,290.0807627645061,0.006521659457229622,-2.8902748759845034,-2.6873765306328434,0.0,0.0,84590.6956091839,0.0
0,33,39.68759442507708,-112.35152031707999,290.121491562314,0.006370169376110929,-3.0530563811686373,-2.614722667788703,0.0,0.0,84440.69135989241,0.0
1,0,39.40058917992302,-112.34028698645332,294.2649463661904,0.005522681833577224,0.24956457377440078,3.4356392786754544,0.0,0.0,84847.4168238155,0.0
1,1,39.40928630856405,-112.34028698645332,293.9756291353473,0.005520420185656386,0.13609213338421516,3.2459018505949495,0.0,0.0,84890.37673759952,0.0
1,2,39.41798343720508,-112.34028698645332,293.33720023041576,0.005538212123990333,0.24639505304864628,3.036585614151275,0.0,0.0,84887.20370675594,0.0
1,3,39.42668056584611,-112.34028698645332,291.13238213010544,0.005634542649072106,0.6117948459167425,2.1722873092999104,0.0,0.0,85035.31439874029,0.0
1,4,39.435377694487144,-112.34028698645332,290.0155838972971,0.005694926798809089,0.5785080463027559,1.862008972031742,0.0,0.0,85159.40955221852,0.0
1,5,39.444074823128176,-112.34028698645332,289.9819741285595,0.0056953593046496775,0.5449198752167873,1.3561578578205022,0.0,0.0,85087.80794708112,0.0
1,6,39.45277195176921,-112.34028698645332,289.2991829429886,0.005739754202171663,0.22334396794880879,0.1418227428743943,0.0,0.0,85092.61495640365,0.0
1,7,39.46146908041024,-112.34028698645332,288.37215142014986,0.005812786908929649,-0.20955665351702427,-0.7817154471168744,0.0,0.0,85235.8850345237,0.0
1,8,39.47016620905127,-112.34028698645332,288.7901884713155,0.0058228990116264675,-0.5356408561982098,-1.2318081574724353,0.0,0.0,85219.12298131039,0.0
1,9,39.47886333769231,-112.34028698645332,289.5830062444153,0.0058465724303792335,-1.0122720247219805,-1.7145765260689991,0.0,0.0,85216.43504449008,0.0
