x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-114.61946934484105,46.4948657337689,1560193,2.8281740222340606,1560194,4.541286343857689,1561992,5.4647765159878485,1561993,7.158821321108043
0,1,-114.61946934484105,46.503552259261355,1561992,3.070357092334034,1561993,3.627272419858052,1560193,6.4762627284607195,1560194,7.0526387282552445
0,2,-114.61946934484105,46.51223878475381,1561993,2.0957235186080623,1561992,2.6759376686802194,1563792,11.531963692093694,1560194,11.563991112652799
0,3,-114.61946934484105,46.52092531024626,1561993,2.564174617358072,1561992,4.281518245026405,1563792,5.9580163915018725,1563791,7.699145071249105
0,4,-114.61946934484105,46.52961183573872,1563792,2.384069090910052,1561993,5.0326257161080825,1563791,5.262720458532532,1561992,7.8870988213725886
0,5,-114.61946934484105,46.53829836123118,1563792,0.8101217903182318,1563791,4.826295845815959,1561993,9.501076814858092,1565591,11.022234546041169
1,0,-114.60688639210463,46.4948657337689,1560194,1.5561942062018255,1561993,5.312709966994825,1560193,5.901895867827404,1561992,9.679900594506918
1,1,-114.60688639210463,46.503552259261355,1561993,1.781161065744834,1560194,4.06754659059938,1561992,7.285481170853103,1560193,9.549984574054065
1,2,-114.60688639210463,46.51223878475381,1561993,0.2496121644948439,1561992,6.891061747199289,1560194,8.578898974996934,1563792,10.825777401732559
1,3,-114.60688639210463,46.52092531024626,1561993,0.7180632632448538,1563792,5.251830101140738,1561992,8.496642323545473,1561994,11.958983664749397
1,4,-114.60688639210463,46.52961183573872,1563792,1.6778828005489175,1561993,3.1865143619948637,1563791,10.620192910093433,1563793,11.764584453050885
1,5,-114.60688639210463,46.53829836123118,1563792,0.1039354999570972,1561993,7.654965460744874,1563793,9.055633775604809,1563791,10.18376829737686
2,0,-114.5943034393682,46.4948657337689,1560194,0.571102068545961,1561993,5.466598612881606,1560195,9.17060803917495,1560193,10.975617713420748
2,1,-114.5943034393682,46.503552259261355,1561993,1.9350497116316157,1560194,3.0824544529435154,1561994,9.383012442720654,1560195,10.547741703887338
2,2,-114.5943034393682,46.51223878475381,1561993,0.40350081038162555,1561994,6.716852520411147,1560194,7.59380683734107,1563792,12.119591111371424
2,3,-114.5943034393682,46.52092531024626,1561993,0.8719519091316354,1561994,6.050692598101641,1563792,6.545643810779603,1563793,11.702744657392271
2,4,-114.5943034393682,46.52961183573872,1563792,2.9716965101877824,1561993,3.3404030078816453,1563793,6.993793979946196,1561994,7.3845326757921335
2,5,-114.5943034393682,46.53829836123118,1563792,1.3977492095959623,1563793,4.2848433025001205,1561993,7.808854106631656,1561994,10.718372753482628
3,0,-114.58172048663177,46.4948657337689,1560194,1.5860099308900968,1560195,4.12575879741214,1561993,7.620487258768387,1561994,10.140881298382403
3,1,-114.58172048663177,46.503552259261355,1561993,4.088938357518397,1560194,4.0973623152876515,1561994,5.474721376072897,1560195,5.50289246212453
3,2,-114.58172048663177,46.51223878475381,1561993,2.557389456268407,1561994,2.8085614537633905,1560194,8.608714699685205,1560195,8.88002612683692
3,3,-114.58172048663177,46.52092531024626,1561994,2.142401531453884,1561993,3.025840555018417,1563793,8.931954184287584,1563792,9.839457520418467
3,4,-114.58172048663177,46.52961183573872,1561994,3.4762416091443775,1563793,4.223003506841508,1561993,5.4942916537684265,1563792,6.2655102198266475
3,5,-114.58172048663177,46.53829836123118,1563793,1.5140528293954323,1563792,4.691562919234827,1561994,6.810081686834872,1561993,9.962742752518437
4,0,-114.56913753389534,46.4948657337689,1560195,1.080909555649332,1560194,4.600917793234233,1561994,8.232590231734648,1561993,11.77437590465517
4,1,-114.56913753389534,46.503552259261355,1560195,2.4580432203617217,1561994,3.566430309425141,1560194,7.112270177631787,1561993,8.242827003405178
4,2,-114.56913753389534,46.51223878475381,1561994,0.9002703871156348,1560195,5.8351768850741115,1561993,6.711278102155189,1560194,11.623622562029341
4,3,-114.56913753389534,46.52092531024626,1561994,0.23411046480612827,1561993,7.179729200905199,1563793,8.161163711182894,1560195,11.212310549786501
4,4,-114.56913753389534,46.52961183573872,1561994,1.5679505424966216,1563793,3.452213033736819,1561993,9.648180299655209,1563792,11.559323929465513
4,5,-114.56913753389534,46.53829836123118,1563793,0.7432623562907436,1561994,4.901790620187116,1563792,9.985376628873693,1563794,10.534148135509774
5,0,-114.55655458115892,46.4948657337689,1560195,0.036060313886524045,1561994,8.324299165086892,1560196,9.461770718068573,1560194,9.615825655578368
5,1,-114.55655458115892,46.503552259261355,1560195,1.4131939785989136,1561994,3.658139242777385,1560196,9.707203762038246,1561995,11.934542833866853
5,2,-114.55655458115892,46.51223878475381,1561994,0.9919793204678788,1560195,4.790327643311303,1561995,8.136290844116019,1560196,11.952636806007916
5,3,-114.55655458115892,46.52092531024626,1561994,0.3258193981583723,1561995,6.338038854365185,1563793,9.390373238078206,1560195,10.167461308023693
5,4,-114.55655458115892,46.52961183573872,1561994,1.6596594758488656,1563793,4.6814225606321305,1561995,6.539786864614351,1563794,9.539244148605164
5,5,-114.55655458115892,46.53829836123118,1563793,1.972471883186055,1561994,4.99349955353936,1563794,5.697809902672382,1561995,8.741534874863518
