lat,lon,TMP:2 m,SPFH:2 m,UGRD:10 m,VGRD:10 m,LTNG,PRATE,PRES:surface,x,y,sqdist
32.02129281086706,-109.46083143556541,272.6486,0.00345,-2.7728605,1.2140732,0.0,0.0,84940.0,-4.33858972614559,-4.84967920453869,272.0006931851172
32.02476271163391,-109.42947410826199,272.9611,0.00339,-2.2728605,1.0265732,0.0,0.0,84650.0,-1.2732776256129803,-4.451201934178249,207.93299702492658
32.028223576900295,-109.39811399571389,273.6486,0.0034,-2.0853605,0.5265732,0.0,0.0,84040.0,1.7923067444317053,-4.05376228471968,162.9978677494855
32.03167540527086,-109.36675110483236,272.2736,0.00332,-1.0853605,-1.6609268,0.0,0.0,81770.0,4.858162708384364,-3.6573604164024687,137.1978442784313
32.03511819535377,-109.33538544253256,271.4611,0.00336,2.1646395,-3.1609268,0.0,0.0,78790.0,7.924289590260258,-3.2619964890630055,130.53545534685145
32.03855194576082,-109.30401701573336,272.7736,0.00344,5.0396395,-3.0984268,0.0,0.0,79670.0,10.990686713707914,-2.867670662119087,143.0132194946646
32.04787856580159,-109.46493074274451,273.2111,0.00346,-2.6478605,1.2140732,0.0,0.0,84970.0,-4.739314436460229,-1.7966181031995754,211.30660082510076
32.051349824060914,-109.43356291068258,272.8986,0.00336,-2.0228605,0.5265732,0.0,0.0,84270.0,-1.6729754511089001,-1.3979849408032494,147.1966732208845
32.05481204330802,-109.4021922905433,273.8986,0.0034,-1.7728605,-0.47342682,0.0,0.0,83630.0,1.3936360806608348,-1.000389802592062,102.22560515599287
32.058265222146886,-109.37081888924462,272.3361,0.00333,-1.0228605,-1.4109268,0.0,0.0,81780.0,4.460519482589184,-0.6038328488821969,76.39593995499182
32.0617093591849,-109.3394427137084,269.7111,0.00321,2.7271395,-0.9734268,0.0,0.0,77820.0,7.527674078035722,-0.2083142395989876,69.71021074470579
32.06514445303317,-109.30806377086017,273.5236,0.00351,5.0396395,-1.2234268,0.0,0.0,79960.0,10.595099189998841,0.18616586575898794,82.17094044335799
32.077938119246554,-109.43765450118116,273.6486,0.00339,-1.4603605,-0.09842682,0.0,0.0,84270.0,-2.07294582308435,1.6553678784829526,105.42681101984095
32.08140169271215,-109.40627336653273,273.9611,0.00337,-1.0853605,-1.0984268,0.0,0.0,83150.0,0.9946935466702269,2.0531185327517223,60.4184918772457
32.08485622225643,-109.3748894478951,271.8986,0.00327,0.22713947,-0.9109268,0.0,0.0,81270.0,4.062605063209135,2.449830599083317,34.55787951997473
32.08830170648609,-109.34350275219683,272.5861,0.00333,3.2896395,-1.2859268,0.0,0.0,81070.0,7.130788049236262,2.845503917474071,27.8475114770707
32.091738144011536,-109.31211328637022,273.0861,0.00333,3.1646395,-1.5984268,0.0,0.0,83790.0,10.19924182708875,3.240138328343808,40.28991505567335
32.10452759180609,-109.44174888259425,273.8361,0.00339,-1.0853605,-1.0359268,0.0,0.0,83820.0,-2.473189018823514,4.708855905306159,82.62656160074954
32.10799251972771,-109.41035722651193,272.2736,0.00325,0.039639473,-1.0984268,0.0,0.0,82140.0,0.5954788658397201,5.106762102910545,37.57967421873973
32.1114484002144,-109.37896278360685,273.1486,0.00328,0.35213947,-0.8484268,0.0,0.0,82780.0,3.664419174279745,5.503629309080706,11.686804419952981
32.11489523187213,-109.34756556081425,271.9611,0.00327,1.9771395,-2.0984268,0.0,0.0,80890.0,6.7336312285475355,5.899457363728931,4.950494146292778
32.118333013310554,-109.3161655650731,274.8361,0.00334,3.5396395,-2.6609268,0.0,0.0,83890.0,9.803114350327327,6.294246107189367,17.373275104504273
32.1311182363517,-109.44584605776211,272.4611,0.00328,0.16463947,-0.09842682,0.0,0.0,83350.0,-2.8737053159717623,7.762478520938853,78.7990624877209
32.134584518966804,-109.41444387331455,272.7111,0.00325,1.4771395,-0.16092682,0.0,0.0,83600.0,0.19599176116852063,8.160540289147914,33.71228482086339
32.13804175063271,-109.38303889920681,274.0861,0.00333,1.9771395,-0.5359268,0.0,0.0,84430.0,3.265961539455908,8.55756266235063,7.785842426181832
32.141489929954744,-109.3516311423808,274.4611,0.00332,2.1646395,-0.34842682,0.0,0.0,85340.0,6.336203340288464,8.953545480385039,1.0222816691838548
32.14492905554178,-109.3202206097823,274.3986,0.00331,2.2896395,-1.4734268,0.0,0.0,86020.0,9.4067164846864,9.348488583496342,13.424138666854038
32.157710047492486,-109.44994602952895,273.7111,0.00335,0.8521395,1.0265732,0.0,0.0,85490.0,-3.274494992563432,10.816235106298565,93.94743754103268
32.161177685038304,-109.41853330977804,274.5861,0.00337,1.4771395,0.6515732,0.0,0.0,86400.0,-0.20376804471646348,11.214452472356065,48.81944264968116
32.16463626812017,-109.38711779752566,274.3986,0.00336,1.7896395,0.026573181,0.0,0.0,86930.0,2.867231882025778,11.6116300397788,22.85810762522837
32.16808579534258,-109.35569949972049,274.2736,0.00332,1.9771395,-0.09842682,0.0,0.0,87130.0,5.938504108400111,12.007767648309335,16.065983267518597
32.171526265313744,-109.32427842331504,274.0236,0.00331,2.0396395,-0.34842682,0.0,0.0,87490.0,9.01004795476828,12.402865138117805,28.44561011445783
