x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-119.24682825423167,36.88620959511589,980715,0.45764430587058547,980716,6.621149447316095,982514,7.771920463833326,978916,12.36496690012072
0,1,-119.24682825423167,36.89491065237201,980715,2.443871368525946,982514,3.7316905665869182,980716,7.157073173659086,982515,8.408850893902589
0,2,-119.24682825423167,36.90361170962813,982514,1.6914606693405103,982515,4.9177825737605545,980715,6.430098431181306,980716,9.692996900002077
0,3,-119.24682825423167,36.91231276688425,982514,1.6512307720941024,982515,3.4267142536185213,984313,10.109716693103303,984314,11.845174422703526
1,0,-119.23599444241053,36.88620959511589,980715,2.383891251543564,980716,2.4957976543663656,982514,11.155985152183199,982515,11.230353991919939
1,1,-119.23599444241053,36.89491065237201,980716,3.0317213807093566,980715,4.370118314198924,982515,5.739285671777906,982514,7.11575525493679
1,2,-119.23599444241053,36.90361170962813,982515,2.2482173516358728,982514,5.075525357690383,980716,5.567645107052348,980715,8.356345376854286
1,3,-119.23599444241053,36.91231276688425,982515,0.7571490314938395,982514,5.035295460443975,980716,10.10356883339534,984314,10.632433571737067
2,0,-119.2251606305894,36.88620959511589,980716,0.37044586141663627,980715,6.310138197216544,978917,9.40087084847625,982515,10.560788769795257
2,1,-119.2251606305894,36.89491065237201,980716,0.9063695877596274,982515,5.069720449653224,980715,8.296365259871905,982514,12.499819943286662
2,2,-119.2251606305894,36.90361170962813,982515,1.5786521295111904,980716,3.4422933141026184,982514,10.459590046040255,982516,12.072145027548986
2,3,-119.2251606305894,36.91231276688425,982515,0.08758380936915725,980716,7.97821704044561,982516,9.132381399813049,982514,10.419360148793846
3,0,-119.21432681876826,36.88620959511589,980716,0.2450940684669071,980717,7.617050816765698,978917,7.82076919783947,982515,11.891223547670574
3,1,-119.21432681876826,36.89491065237201,980716,0.7810177948098982,982515,6.400155227528542,980717,6.704813550307207,982516,12.287675722588618
3,2,-119.21432681876826,36.90361170962813,982515,2.9090869073865084,980716,3.316941521152889,982516,7.347912094852683,980717,7.7925762838487165
3,3,-119.21432681876826,36.91231276688425,982515,1.418018587244475,982516,4.408148467116747,980716,7.852865247495881,980717,10.880339017390227
