lat,lon,TMP:2 m,SPFH:2 m,UGRD:10 m,VGRD:10 m,LTNG,PRATE,PRES:surface,x,y,sqdist
34.71344811144017,-118.71858410242385,280.2736,0.00348,-2.8978605,-5.848427,0.0,0.0,88790.0,0.8109021594440062,-4.643710424324603,76.12768357399273
34.71959503743903,-118.68669803628333,275.8986,0.00267,-1.2728605,-4.348427,0.0,0.0,84800.0,3.8337664476694107,-3.937503634604979,66.36666333396535
34.72573292463742,-118.65480679184935,272.7736,0.00243,3.7896395,-1.0359268,0.0,0.0,85370.0,6.857121648706554,-3.232335292763132,75.89830449728105
34.73349851847725,-118.7579614285396,278.5236,0.00372,-4.2728605,-1.3484268,0.0,0.0,89660.0,-2.922148896668398,-2.340163319826995,64.4252206830536
34.739656795140135,-118.72607011017902,274.8986,0.00336,-1.7103605,-1.7234268,0.0,0.0,87470.0,0.10121331276162626,-1.632652477316014,35.33216481384791
34.74580603214806,-118.69417360184124,275.7111,0.00284,1.4771395,2.8390732,0.0,0.0,88900.0,3.1250675426456893,-0.9261801808542812,25.53302814975633
34.751946227031034,-118.66227190992265,275.6486,0.00289,3.1021395,1.9015732,0.0,0.0,89390.0,6.149413186592844,-0.22074671421335393,35.03233261861341
34.75970515517647,-118.76546306956698,276.2736,0.00384,-3.3978605,-1.2234268,0.0,0.0,89410.0,-3.633319809530685,0.6706594517748325,42.818800562507086
34.765865746510826,-118.73356130791254,276.3986,0.00365,-1.0853605,3.2140732,0.0,0.0,89880.0,-0.60896755448257,1.378436221793012,13.679308343549659
34.772017294866515,-118.70165435098116,276.8986,0.00368,1.6021395,3.9015732,0.0,0.0,90650.0,2.4158772234457104,2.085174063908709,3.8395122305088027
34.778159797772396,-118.66974220517457,276.8986,0.00375,2.8521395,3.2765732,0.0,0.0,91060.0,5.441213917356656,2.790872694218121,13.303942066596486
34.78591205344647,-118.77296991226706,278.0861,0.00385,1.9146395,-7.223427,0.0,0.0,88730.0,-4.344983851604806,3.681512274666985,40.36025450831356
34.79207495979111,-118.74105770092416,276.0861,0.00371,0.7271395,-0.5984268,0.0,0.0,90170.0,-1.3196409447174038,4.3895550111180945,11.171769108531475
34.79822881983304,-118.7091402889975,275.8361,0.00372,0.28963947,3.1515732,0.0,0.0,90710.0,1.706194988147206,5.09655843777512,1.2887617924456323
34.80437363109992,-118.67721768289414,275.7111,0.0038,1.7896395,3.2765732,0.0,0.0,91330.0,4.7325233395876625,5.8025222705954835,10.71577033738401
34.818284429217236,-118.74855929452073,279.9611,0.00349,3.7271395,-10.473427,0.0,0.0,89600.0,-2.0308073610426107,7.40070322847526,27.81219042999735
34.824440601283655,-118.71663142119169,278.2111,0.0037,2.6021395,-4.535927,0.0,0.0,90700.0,0.996020334165078,8.107972278533223,17.883411410607444
34.83058772124932,-118.68469834837742,276.1486,0.00392,1.1646395,-1.2859268,0.0,0.0,90800.0,4.02334095120732,8.81420135267272,27.27044326890839
