x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-121.96428723871776,42.569615693083776,1383668,4.370105998264028,1383669,4.564280451650973,1381869,5.060203104771548,1381870,5.280814024280578
0,1,-121.96428723871776,42.5783081577632,1383669,1.9661142815460608,1383668,3.3985630961793682,1381870,8.656933238764204,1381869,10.062376621361112
0,2,-121.96428723871776,42.58700062244264,1383669,1.3679481114411485,1383668,4.427020194094709,1385468,7.875412771685763,1385467,10.966172206387078
0,3,-121.96428723871776,42.595693087122065,1383669,2.769781941336236,1385468,3.3033298662818744,1383668,7.455477292010048,1385467,8.021281601763405
0,4,-121.96428723871776,42.60438555180149,1385468,0.7312469608779861,1383669,6.171615771231323,1385467,7.07639099713973,1383668,12.483934389925388
0,5,-121.96428723871776,42.61307801648093,1385468,0.15916405547409732,1387267,7.918303054780427,1385467,8.131500392516056,1385469,11.474324045891613
0,6,-121.96428723871776,42.621770481160354,1385468,1.5870811500702087,1387267,3.3726735379342343,1385467,11.18660978789238,1385469,11.277353371520345
0,7,-121.96428723871776,42.63046294583978,1387267,0.8270440210880419,1385468,5.0149982446663195,1387268,8.859547348677747,1387266,12.092423219497865
0,8,-121.96428723871776,42.63915541051921,1387267,0.2814145042418494,1387268,6.6884617414868766,1389066,9.294192114642872,1385468,10.44291533926243
0,9,-121.96428723871776,42.64784787519864,1387267,1.7357849873956568,1389066,4.775387585145996,1387268,6.517376134296005,1389067,9.518828492412357
0,10,-121.96428723871776,42.65654033987807,1389066,2.25658305564912,1387267,5.190155470549465,1389067,5.373999484398539,1387268,8.346290527105133
0,11,-121.96428723871776,42.6652328045575,1389066,1.7377785261522438,1389067,3.229170476384719,1387267,10.644525953703273,1390865,12.006161819785397
0,12,-121.96428723871776,42.67392526923693,1389067,3.0843414683709005,1389066,3.218973996655368,1390866,7.335922254006286,1390865,7.514555351709362
0,13,-121.96428723871776,42.68261773391636,1390866,3.2177228524902204,1389067,4.939512460357083,1390865,5.022948883633326,1389066,6.700169467158491
1,0,-121.95251637733602,42.569615693083776,1381870,2.3466923210685344,1383669,3.259866856196277,1381869,8.115299103063435,1383668,9.057034608678896
1,1,-121.95251637733602,42.5783081577632,1383669,0.6617006860913647,1381870,5.72281153555216,1383668,8.085491706594237,1383670,12.509171934994345
1,2,-121.95251637733602,42.58700062244264,1383669,0.06353451598645239,1385468,8.2019566245991,1383668,9.113948804509576,1383670,10.286686250514192
1,3,-121.95251637733602,42.595693087122065,1383669,1.46536834588154,1385468,3.629873719195212,1383670,10.064200566034039,1383668,12.142405902424917
1,4,-121.95251637733602,42.60438555180149,1385468,1.057790813791324,1383669,4.867202175776628,1385469,8.003119753432628,1383670,11.841714881553886
1,5,-121.95251637733602,42.61307801648093,1385468,0.4857079083874351,1385469,5.80614907906136,1387267,9.877055098327649,1383669,10.269036005671715
