x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-105.48986720620734,40.05807854610447,1074676,1.7565630279314917,1072877,5.562002966731647,1074675,5.615706154829547,1072876,9.407252040624286
0,1,-105.48986720620734,40.066774889000044,1074676,0.7265860605172061,1074675,5.123998972431301,1076475,9.976970072872708,1072877,10.711042064242589
0,2,-105.48986720620734,40.07547123189562,1074676,1.6966090931029205,1076475,4.768074987835499,1074675,6.632291790033056,1076474,9.719397969670405
1,0,-105.47854849335366,40.05807854610447,1074676,1.0520262511227696,1072877,4.318459690070333,1074677,10.372390023077077,1074675,11.114331978489442
1,1,-105.47854849335366,40.066774889000044,1074676,0.022049283708484014,1074677,8.80650075602721,1072877,9.467498787581274,1076475,9.811851145684743
1,2,-105.47854849335366,40.07547123189562,1074676,0.9920723162941985,1076475,4.602956060647534,1074677,9.240611488977345,1074675,12.130917613692953
2,0,-105.46722978049999,40.05807854610447,1074676,2.347489474314047,1072877,5.074916413409019,1074677,5.464279296157124,1072878,8.203022154414889
2,1,-105.46722978049999,40.066774889000044,1074676,1.3175125068997617,1074677,3.8983900291072584,1072877,10.223955510919959,1076475,11.646732218496776
2,2,-105.46722978049999,40.07547123189562,1074676,2.287535539485476,1074677,4.332500762057393,1076475,6.437837133459569,1076476,8.469749349591666
3,0,-105.45591106764633,40.05807854610447,1074677,2.5561685692371716,1072878,4.7582525898495165,1074676,5.642952697505325,1072877,7.831373136747704
3,1,-105.45591106764633,40.066774889000044,1074677,0.9902793021873059,1074676,4.612975730091039,1072878,9.371576839840502,1076476,11.84371191200011
3,2,-105.45591106764633,40.07547123189562,1074677,1.4243900351374403,1074676,5.582998762676754,1076476,6.098707045544278,1076475,10.272718206271604
4,0,-105.44459235479265,40.05807854610447,1074677,1.648057842317219,1072878,3.313483025284145,1074676,10.938415920696603,1074678,11.741062118978212
4,1,-105.44459235479265,40.066774889000044,1074677,0.08216857526735342,1072878,7.926807275275131,1074678,9.641618264555872,1074676,9.908438953282317
4,2,-105.44459235479265,40.07547123189562,1074677,0.5162793082174878,1076476,5.7276647414968895,1074678,9.54217441013353,1074676,10.878461985868032
