INC209R_IDENTIFIER,INC_IDENTIFIER,REPORT_FROM_DATE,REPORT_TO_DATE,STATUS,CURR_INCIDENT_AREA,PCT_CONTAINED_COMPLETED,COMPLEXITY_LEVEL_IDENTIFIER,FUEL_MODEL_IDENTIFIER,PROJ_INCIDENT_AREA,PROJ_INC_AREA_UOM_IDENTIFIER,ANTICIPATED_COMPLETION_DATE,EXPECTED_CONTAINMENT_DATE,PCT_PERIM_TO_BE_CONTAINED,SECNDRY_FUEL_MODEL_IDENTIFIER,ADDNTL_FUEL_MODEL_IDENTIFIER,GEN_FIRE_BEHAVIOR_IDENTIFIER,FIRE_BEHAVIOR_1_IDENTIFIER,FIRE_BEHAVIOR_2_IDENTIFIER,FIRE_BEHAVIOR_3_IDENTIFIER
2714826,2714807,2015-06-02 23:00:00,2015-06-03 23:00:00,U,15,0,1535969,1535990,,,06/05/2015 12:00:00,,100,,,1536370,,,
2714836,2714807,2015-04-29 23:00:00,2015-06-01 23:00:00,I,15,70,1535969,1535990,,,06/05/2015 12:00:00,,100,,,1536370,1536386,,
2714862,2714861,2015-02-08 15:30:00,2015-02-08 20:00:00,I,1,100,,1535987,,,,,0,,,,,,
2714870,2714861,2015-02-10 09:00:00,2015-02-10 14:00:00,F,1,100,,1535987,,,,,0,,,,,,
2714880,2714879,2015-02-08 14:30:00,2015-02-11 17:00:00,F,102,100,,1535989,,,,,0,,,,,,
2714889,2714888,2015-02-07 14:45:00,2015-02-09 12:30:00,F,281,100,1535968,1535989,281,1536109,02/09/2015 12:00:00,,100,,,1536368,,,
2714903,2714902,2015-02-08 15:00:00,2015-02-10 17:00:00,F,47,100,,1535985,,,,,0,,,,,,
2714914,2714913,2015-02-09 12:00:00,2015-02-11 13:00:00,F,16,100,,1535983,,,,,0,,,,,,
2714926,2714925,2015-02-09 10:45:00,2015-02-10 10:00:00,F,350,100,,1535989,,,,,0,,,,,,
2714939,2714938,2015-02-09 16:45:00,2015-02-09 23:30:00,F,250,91,,1535989,250,1536109,,,0,,,,,,
2714954,2714953,2015-02-10 15:30:00,2015-02-12 18:00:00,F,11,100,,1535983,,,,,0,,,,,,
2714965,2714964,2015-02-09 13:00:00,2015-02-12 17:00:00,F,66,100,,1535989,,,,,0,,,,,,
2714977,2714976,2015-02-07 09:30:00,2015-02-09 08:00:00,F,200,100,1535968,1535990,,,,,100,,,1536370,,,
2714986,2714985,2015-02-11 15:30:00,2015-02-15 16:00:00,F,11,100,,1535989,,,,,0,,,,,,
2716034,2715987,2015-06-28 00:00:00,2015-06-29 00:00:00,U,580,80,1535971,1535982,580,1536109,07/15/2015 12:00:00,,100,1535985,,1536370,1536386,,
2716044,2715987,2015-06-22 00:00:00,2015-06-23 01:00:00,U,573,30,1535971,1535982,580,1536109,06/27/2015 12:00:00,,100,1535985,,1536370,1536378,1536377,
2716056,2715987,2015-06-24 00:00:00,2015-06-25 00:00:00,U,580,40,1535971,1535982,580,1536109,07/15/2015 12:00:00,,100,1535985,,1536370,1536378,1536377,
2716070,2715987,2015-06-16 22:15:00,2015-06-19 01:00:00,I,275,0,1535969,1535982,,,,,100,1535985,,1536368,,,
2716694,2716513,2015-06-26 01:45:00,2015-06-27 02:00:00,U,25000,0,1535970,1535982,100000,1536109,,,100,1535985,1535981,1536369,1536379,,
2716710,2716513,2015-06-26 01:30:00,2015-06-26 01:45:00,U,20000,0,1535970,1535982,100000,1536109,,,100,,,1536369,1536379,1536376,
2717497,2717373,2015-05-09 16:00:00,2015-05-10 19:00:00,I,1735,5,1535969,1535987,,,,,95,,,1536369,,,
2717515,2717514,2015-04-15 18:45:00,2015-04-16 09:00:00,F,2.4,100,1535969,1535981,2.4,1536109,04/15/2015 12:00:00,,100,,,1536369,1536375,,
2717530,2717529,2015-05-09 15:15:00,2015-05-09 19:00:00,I,15,75,1535968,1535987,,,,,100,,,1536369,,,
2717540,2717529,2015-05-13 09:00:00,2015-05-13 16:00:00,U,43.8,80,1535968,1535987,,,,,100,,,1536370,,,
2717550,2717529,2015-05-12 10:00:00,2015-05-12 19:00:00,U,43.8,80,1535968,1535987,,,,,100,,,1536370,,,
2717560,2717529,2015-05-11 10:00:00,2015-05-11 17:00:00,U,43.8,80,1535968,1535987,,,,,100,,,1536370,,,
2717614,2717604,2015-05-11 16:00:00,2015-05-12 16:00:00,I,214,50,1535970,1535987,,,,,0,1535982,,1536369,1536375,1536377,
2717626,2717625,2015-05-11 16:00:00,2015-05-12 16:00:00,I,1,100,1535970,1535987,,,,,0,1535982,1535983,1536368,1536375,1536377,
2714995,2714994,2015-02-13 18:00:00,2015-02-14 15:00:00,U,960,,,1535990,960,1536109,02/13/2015 12:00:00,,0,,,,,,
2715005,2714994,2015-02-12 13:15:00,2015-02-12 20:15:00,I,960,,,1535990,,,02/16/2015 12:00:00,,30,,,,,,
2715017,2714994,2015-02-12 19:00:00,2015-02-13 18:00:00,U,960,,,1535990,960,1536109,02/13/2015 12:00:00,,0,,,,,,
2715029,2714994,2015-02-17 20:00:00,2015-02-19 12:00:00,F,1044,0,,1535990,960,1536109,02/13/2015 12:00:00,,0,,,,,,
2715041,2715040,2014-03-15 12:00:00,2014-03-20 12:15:00,F,190,100,1535968,1535990,,,,,100,,,1536370,,,
2715049,2715040,2012-11-15 13:00:00,2012-11-25 15:00:00,F,2200,100,,,,,,,0,,,,,,
2715053,2715052,2015-02-13 14:00:00,2015-02-15 17:00:00,F,573,100,,1535989,,,,,0,,,,,,
2715063,2715062,2015-02-13 16:30:00,2015-02-14 13:00:00,I,650,70,,1535982,,,,,30,,,,,,
2715078,2715062,2015-02-17 08:00:00,2015-02-17 13:00:00,F,650,100,,1535982,,,,,0,,,,,,
2715102,2715101,2015-02-14 10:27:00,2015-02-14 17:02:00,F,0.1,100,,1535981,,,02/14/2015 12:00:00,,0,,,,,,
2715111,2715110,2015-02-17 07:00:00,2015-02-17 09:00:00,F,130,0,,1535987,,,,,100,,,,,,
2715121,2715110,2015-02-15 13:00:00,2015-02-15 19:00:00,U,130,0,,1535987,,,,,100,,,,,,
2715131,2715110,2015-02-14 14:00:00,2015-02-14 19:00:00,I,130,0,,1535987,,,,,100,,,,,,
2716078,2715987,2015-07-01 23:00:00,2015-07-02 23:00:00,U,580,100,1535969,1535982,580,1536109,07/15/2015 12:00:00,,100,,,1536370,,,
2716087,2715987,2015-06-29 23:00:00,2015-06-30 23:00:00,U,580,35,1535969,1535982,580,1536109,07/15/2015 12:00:00,,100,,,1536370,,,
2716097,2715987,2015-06-30 23:00:00,2015-07-01 11:00:00,U,580,85,1535969,1535982,580,1536109,07/15/2015 12:00:00,,100,,,1536370,,,
2716106,2715987,2015-06-28 23:00:00,2015-06-29 23:00:00,U,580,80,1535969,1535982,580,1536109,07/15/2015 12:00:00,,100,,,1536370,1536386,,
2716116,2715987,2015-07-23 18:00:00,2015-07-23 18:30:00,F,573.6,100,1535968,1535982,580,1536109,07/15/2015 12:00:00,,98,,,1536370,,,
2716129,2716128,2015-06-26 17:00:00,2015-06-27 17:00:00,U,3310,0,1535969,1535982,6000,1536109,07/25/2015 12:00:00,,0,1535981,,1536370,1536386,1536378,
2716139,2716128,2015-06-27 17:00:00,2015-06-28 02:30:00,U,3310,0,1535969,1535982,6000,1536109,07/25/2015 12:00:00,,0,,,1536370,,,
2716726,2716513,2015-06-25 01:00:00,2015-06-26 01:30:00,U,20000,0,1535970,1535982,100000,1536109,,,100,1535985,1535981,1536369,1536379,1536376,
2716742,2716741,2015-06-20 20:00:00,2015-06-21 20:00:00,I,100,0,1535969,1535982,,,,,0,,,1536369,1536386,1536378,
2716750,2716741,2015-06-22 22:00:00,2015-06-23 18:00:00,F,200,0,1535969,1535982,,,,,0,,,1536369,,,
2716758,2716741,2015-06-21 20:00:00,2015-06-22 18:00:00,U,200,0,1535969,1535982,,,,,0,,,1536369,1536378,1536386,
2716767,2716766,2015-06-22 11:00:00,2015-07-12 17:00:00,F,6241,0,1535968,1535981,,,,,0,1535985,,1536370,,,
2717634,2717625,2015-05-12 16:00:00,2015-05-13 16:00:00,F,1,100,1535970,1535987,,,,,0,,,1536370,,,
2717663,2717662,2015-05-26 11:00:00,2015-05-26 15:00:00,F,1,100,1535968,1535987,,,,,100,,,1536370,,,
2717671,2717662,2015-05-21 07:00:00,2015-05-21 17:00:00,I,1,75,1535968,1535987,,,,,100,,,1536370,,,
2717681,2717662,2015-05-24 11:00:00,2015-05-24 20:00:00,U,1,100,1535968,1535987,,,,,100,,,1536370,,,
2717689,2717662,2015-05-25 09:00:00,2015-05-25 13:00:00,U,1,100,1535968,1535987,,,,,100,,,1536370,,,
2717697,2717662,2015-05-23 09:00:00,2015-05-23 18:00:00,U,1,100,1535968,1535987,,,,,100,,,1536370,,,
2717710,2717709,2015-05-27 23:00:00,2015-05-28 23:00:00,U,1800,40,1535970,1535990,,,,,75,,,1536368,1536372,1536380,1536382
