lat,lon,TMP:2 m,SPFH:2 m,UGRD:10 m,VGRD:10 m,LTNG,PRATE,PRES:surface,x,y,sqdist
43.733654973619565,-121.92043086921728,275.5236,0.00501,7.0396395,0.27657318,0.0,0.0,83000.0,3.827927816496431,-4.722688087513503,40.746334682283226
43.74546364784935,-122.00194819700977,275.3986,0.0053,11.039639,0.9015732,0.0,0.0,82830.0,-2.9682261612409215,-3.363917749181753,34.79059698838039
43.75252558372932,-121.96606971597254,274.3986,0.0051,9.789639,-0.22342682,0.0,0.0,81520.0,0.022986728331126062,-2.55133296462493,13.566520758648812
43.759577331811144,-121.93018361748352,275.5861,0.00513,7.6646395,0.27657318,0.0,0.0,83000.0,3.014834689938239,-1.7399204435817395,11.566722864935675
43.77137924429457,-122.0117344667928,275.2111,0.0053,9.727139,-0.09842682,0.0,0.0,82690.0,-3.784113999008318,-0.3819281485937803,24.797472163383187
43.778443628115326,-121.97584303382774,274.7111,0.0052,10.477139,-0.34842682,0.0,0.0,81950.0,-0.791821298576205,0.4309383093547322,3.534454773791368
43.78549782073262,-121.93994397471545,275.3361,0.00519,8.914639,-0.5984268,0.0,0.0,82650.0,2.20110719883656,1.2426321119567423,1.501528844849597
43.792541819171014,-121.90403729795128,276.3986,0.00527,7.1021395,-0.34842682,0.0,0.0,84290.0,5.19467078496593,2.0531529168410696,18.704394060497545
43.79729296442418,-122.02152837120778,275.1486,0.00529,10.102139,-1.0984268,0.0,0.0,82790.0,-4.6006383411318374,2.5998455529056717,33.926655621308036
43.804359796472504,-121.98562397783238,275.0861,0.00529,10.039639,-0.6609268,0.0,0.0,82820.0,-1.6072651226466426,3.4129937172454072,12.620370099235421
43.8114164339118,-121.94971194960135,275.0236,0.00523,8.539639,-0.28592682,0.0,0.0,82520.0,1.3867446188429318,4.224968834375519,10.549995382897361
43.81846287376526,-121.91379229501729,275.8986,0.00525,7.8521395,-0.09842682,0.0,0.0,83690.0,4.381390174470975,5.035770561767849,27.721243539240838
