x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-113.47787264356724,44.85097729941537,1443277,2.198499784441859,1441478,3.884843553450362,1443276,7.034078373201085,1441477,8.701907314401685
0,1,-113.47787264356724,44.859666302232306,1443277,0.43267320103609397,1443276,6.334851621891281,1441478,8.196931818729658,1445076,11.707819812685356
0,2,-113.47787264356724,44.86835530504924,1443277,0.6668466176303288,1445076,5.864481554472264,1443276,7.635624870581476,1443278,12.841697485336459
0,3,-113.47787264356724,44.877044307866186,1445076,2.021143296259174,1443277,2.901020034224564,1445075,10.079296544029484,1443276,10.93639811927167
0,4,-113.47787264356724,44.88573331068312,1445076,0.1778050380460827,1443277,7.135193450818798,1445075,9.302932352972919,1445077,10.208258995166073
0,5,-113.47787264356724,44.89442231350006,1445076,0.3344667798329916,1446875,6.338292636461662,1445077,9.30041753885402,1445075,10.526568161916355
0,6,-113.47787264356724,44.903111316316995,1446875,2.4178473627461563,1445076,2.491128521619901,1446876,10.299274013379193,1445077,10.392576082541968
0,7,-113.47787264356724,44.91180031913393,1446875,0.4974020890306501,1445076,6.647790263406809,1446876,7.313952108281339,1446874,12.850871441558505
0,8,-113.47787264356724,44.920489321950875,1446875,0.5769568153151439,1446876,6.328630203183486,1448674,7.387099564274806,1445076,12.804452005193719
0,9,-113.47787264356724,44.92917832476781,1446875,2.6565115415996376,1448674,3.389953420062092,1446876,7.343308298085633,1448675,8.052462202827451
0,10,-113.47787264356724,44.93786732758475,1448674,1.3928072758493784,1448675,4.990065942450416,1446875,6.736066267884131,1446876,10.35798639298778
1,0,-113.46564846271073,44.85097729941537,1443277,2.1288257928474907,1441478,2.747217408213401,1443278,10.336564917481287,1441479,10.96886417869524
1,1,-113.46564846271073,44.859666302232306,1443277,0.3629992094417257,1441478,7.059305673492697,1443278,7.506608517762994,1443276,12.35968415048738
1,2,-113.46564846271073,44.86835530504924,1443277,0.5971726260359606,1443278,6.676652118044702,1445076,6.863624572301764,1445077,12.925321001532648
1,3,-113.46564846271073,44.877044307866186,1443277,2.8313460426301957,1445076,3.0202863140886738,1443278,7.846695718326409,1445077,8.017479545220597
1,4,-113.46564846271073,44.88573331068312,1445076,1.1769480558755823,1445077,5.109638088908545,1443277,7.06551945922443,1443278,11.016739318608117
1,5,-113.46564846271073,44.89442231350006,1445076,1.3336097976624912,1445077,4.201796632596492,1446875,8.407118559714549,1446876,11.25326355355978
1,6,-113.46564846271073,44.903111316316995,1445076,3.4902715394494006,1446875,4.486673285999044,1445077,5.29395517628444,1446876,6.267941648461925
1,7,-113.46564846271073,44.91180031913393,1446875,2.5662280122835375,1446876,3.2826197433640716,1445076,7.646933281236309,1445077,8.386113719972387
1,8,-113.46564846271073,44.920489321950875,1446876,2.297297838266218,1446875,2.6457827385680313,1448675,10.151679759816954,1448674,10.526475330819625
1,9,-113.46564846271073,44.92917832476781,1446876,3.3119759331683647,1446875,4.725337464852525,1448675,5.089283499439918,1448674,6.529329186606912
1,10,-113.46564846271073,44.93786732758475,1448675,2.0268872390628836,1448674,4.532183042394198,1446876,6.326654028070511,1446875,8.804892191137018
2,0,-113.45342428185423,44.85097729941537,1441478,3.6095912629764406,1443277,4.0591518012531225,1441479,5.738257392433331,1443278,6.1715195501895295
2,1,-113.45342428185423,44.859666302232306,1443277,2.2933252178473573,1443278,3.341563150471237,1441478,7.921679528255737,1441479,8.986589171723924
2,2,-113.45342428185423,44.86835530504924,1443278,2.5116067507529447,1443277,2.527498634441592,1445077,9.82670009527512,1445076,9.862767590131265
2,3,-113.45342428185423,44.877044307866186,1443278,3.6816503510346523,1443277,4.761672051035827,1445077,4.918858638963069,1445076,6.0194293319181735
2,4,-113.45342428185423,44.88573331068312,1445077,2.0110171826510164,1445076,4.1760910737050825,1443278,6.85169395131636,1443277,8.995845467630062
