x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-114.55098810009223,39.33747811663683,1088808,0.9487890229132825,1090607,4.8084401415856695,1088809,8.821106279794842,1088807,12.454603033461897
0,1,-114.55098810009223,39.34617552906844,1090607,1.6456280661829896,1088808,3.882944323534843,1090608,8.351684453825897,1088809,10.613684541801254
0,2,-114.55098810009223,39.35487294150005,1090607,0.4828159907803092,1090608,6.046877846229356,1088808,8.817099624156402,1092406,11.393909574229118
0,3,-114.55098810009223,39.36357035393166,1090607,1.320003915377629,1090608,5.742071238632816,1092406,6.134252359228711,1092407,10.52813891817213
0,4,-114.55098810009223,39.372267766363265,1092406,2.8745951442283033,1090607,4.157191839974948,1092407,6.126069619203909,1090608,7.4372646310362756
1,0,-114.53978513254609,39.33747811663683,1088808,2.181596593087993,1088809,3.934150800281322,1090607,7.188569190343179,1090608,8.914656911888121
1,1,-114.53978513254609,39.34617552906844,1090607,4.025757114940499,1090608,4.60985030429158,1088808,5.115751893709553,1088809,5.726729062287733
1,2,-114.53978513254609,39.35487294150005,1090608,2.30504369669504,1090607,2.8629450395378186,1088809,9.519307324294143,1088808,10.049907194331112
1,3,-114.53978513254609,39.36357035393166,1090608,2.0002370890984995,1090607,3.700132964135139,1092407,7.932279777183219,1092406,9.662558085917993
1,4,-114.53978513254609,39.372267766363265,1092407,3.530210478214998,1090608,3.695430481501959,1092406,6.402900870917585,1090607,6.537320888732458
2,0,-114.52858216499996,39.33747811663683,1088809,1.047195320767801,1088808,5.414404163262703,1090608,7.172822762353804,1090607,11.56869823910069
2,1,-114.52858216499996,39.34617552906844,1088809,2.839773582774212,1090608,2.868016154757264,1088808,8.348559463884264,1090607,8.40588616369801
2,2,-114.52858216499996,39.35487294150005,1090608,0.5632095471607236,1088809,6.632351844780623,1090607,7.243074088295329,1090609,13.274787397320686
2,3,-114.52858216499996,39.36357035393166,1090608,0.25840293956418325,1092407,7.336420636194309,1090607,8.08026201289265,1090609,11.830259655977095
2,4,-114.52858216499996,39.372267766363265,1090608,1.953596331967643,1092407,2.9343513372260874,1090607,10.91744993748997,1092406,11.931206597606867
3,0,-114.51737919745383,39.33747811663683,1088809,0.16023984125428026,1090608,7.430988612819488,1088810,9.052782890217324,1088808,10.647211733437413
3,1,-114.51737919745383,39.34617552906844,1088809,1.9528181032606913,1090608,3.1261820052229474,1088810,9.70605669335814,1090609,10.854664112495186
3,2,-114.51737919745383,39.35487294150005,1090608,0.8213753976264072,1088809,5.745396365267102,1090609,7.410136371151595,1088810,12.359330496498952
3,3,-114.51737919745383,39.36357035393166,1090608,0.5165687900298669,1090609,5.965608629808004,1092407,8.740561495205398,1088809,11.537974627273513
3,4,-114.51737919745383,39.372267766363265,1090608,2.2117621824333265,1092407,4.338492196237176,1090609,6.521080888464414,1092408,8.61914593037434
4,0,-114.5061762299077,39.33747811663683,1088809,1.2732843617407594,1088810,4.04521162511519,1090608,9.689154463285172,1087010,12.102945741094214
4,1,-114.5061762299077,39.34617552906844,1088809,3.0658626237471704,1088810,4.698485428256005,1090608,5.384347855688631,1090609,6.990013086326096
4,2,-114.5061762299077,39.35487294150005,1090608,3.079541248092091,1090609,3.545485344982505,1088809,6.8584408857535815,1088810,7.351759231396818
4,3,-114.5061762299077,39.36357035393166,1090609,2.100957603638914,1090608,2.774734640495551,1092408,11.440474465257127,1088810,12.005033034537634
4,4,-114.5061762299077,39.372267766363265,1090609,2.6564298622953233,1090608,4.469928032899011,1092408,5.898267299551756,1092407,7.742633055248268
