x,y,lat,lon,TMP:2 m,SPFH:2 m,UGRD:10 m,VGRD:10 m,LTNG,PRATE,PRES:surface,on_fire
0,0,41.7415391683964,-123.78342360167434,289.14986136734535,0.0036078393765078772,-5.027010586627854,-3.4761277287933794,0.0,0.0,88780.68707701443,0.0
0,1,41.750232694377964,-123.78342360167434,289.9676187718714,0.0034147956871895166,-6.494712510272263,-3.989113360060138,0.0,0.0,87557.89273819292,0.0
0,2,41.75892622035953,-123.78342360167434,289.5529461116252,0.003507818797527553,-6.278418520806863,-3.833167918218513,0.0,0.0,87691.93888197537,0.0
0,3,41.7676197463411,-123.78342360167434,287.1409089636766,0.0038975064012577863,-5.339910545143561,-2.884505287424973,0.0,0.0,87674.32730815522,0.0
0,4,41.77631327232266,-123.78342360167434,286.0601316534402,0.004177784052037718,-5.082619401230399,-2.17014969683927,0.0,0.0,87909.29315478157,0.0
0,5,41.785006798304224,-123.78342360167434,285.1811781840797,0.004344602875278676,-4.256437044535844,-1.9612035609003744,0.0,0.0,88646.09508642845,0.0
0,6,41.79370032428579,-123.78342360167434,284.79769478623035,0.0043929723253747855,-3.332062883859,-2.2219086912079025,0.0,0.0,89428.74595839655,0.0
0,7,41.80239385026735,-123.78342360167434,285.09359620959316,0.004438478518798198,-2.7731515947917345,-2.6722337532196954,0.0,0.0,90105.05450366138,0.0
0,8,41.81108737624892,-123.78342360167434,285.4213025380105,0.004404666859157195,-2.2962531736400384,-3.162492999144858,0.0,0.0,90186.73478336382,0.0
0,9,41.819780902230484,-123.78342360167434,285.7360346192919,0.004453463451685437,-1.5774863661352352,-2.9062967918030007,0.0,0.0,90870.24770947837,0.0
0,10,41.82847442821205,-123.78342360167434,284.7898208261705,0.004410397154239793,-0.8228714994214551,-2.245482408604682,0.0,0.0,90715.82245723881,0.0
0,11,41.83716795419361,-123.78342360167434,283.73201101020993,0.004322644892829962,-0.6164818118945657,-1.88674220707329,0.0,0.0,89983.86585751755,0.0
0,12,41.84586148017518,-123.78342360167434,284.51771416068624,0.004521216175843808,0.1300280905431866,-1.2912343621986633,0.0,0.0,91288.20002319387,0.0
0,13,41.854555006156744,-123.78342360167434,285.07164569799954,0.005123775781098845,1.4903660127637783,0.5877905563257863,0.0,0.0,94127.33379905729,0.0
0,14,41.86324853213831,-123.78342360167434,285.32912950666656,0.005486740488955686,2.0930189978112037,1.4652530302901292,0.0,0.0,95627.33638167553,0.0
0,15,41.87194205811987,-123.78342360167434,285.57138814186806,0.0054721351828723765,1.5781329608588661,1.3864199835596953,0.0,0.0,95824.77836998095,0.0
0,16,41.880635584101434,-123.78342360167434,286.155574581065,0.005406504585333189,0.702118934384038,1.1571170422322603,0.0,0.0,95922.30617278915,0.0
0,17,41.889329110083004,-123.78342360167434,286.8054586441332,0.005383052150419196,-0.014341690503264802,0.7350364986907344,0.0,0.0,96116.85282665768,0.0
0,18,41.89802263606457,-123.78342360167434,287.8123802956837,0.005245455458106223,-2.022389309999999,-0.8908872200138723,0.0,0.0,95788.44407821762,0.0
0,19,41.90671616204613,-123.78342360167434,288.0432816154088,0.00512321374066741,-3.0924809195431284,-1.9233523416550489,0.0,0.0,95002.60886547006,0.0
0,20,41.915409688027694,-123.78342360167434,288.21471292648846,0.004938884796027358,-4.450967224791303,-3.8941169871634593,0.0,0.0,93357.82062492968,0.0
0,21,41.92410321400926,-123.78342360167434,288.11999079513157,0.0048472670145436585,-5.1618759492900965,-5.312581222491012,0.0,0.0,92279.99541450792,0.0
0,22,41.93279673999083,-123.78342360167434,287.34258387181455,0.004963234091642182,-4.80981109541211,-4.615932793809288,0.0,0.0,92537.49671212971,0.0
0,23,41.94149026597239,-123.78342360167434,285.40085494328514,0.0052121587978244815,-3.6572524657580416,-4.023493772477165,0.0,0.0,92570.46658625422,0.0
0,24,41.950183791953954,-123.78342360167434,284.7009998668662,0.005271581495618354,-3.3754451373377767,-3.5949117543477516,0.0,0.0,92485.12428958008,0.0
0,25,41.95887731793552,-123.78342360167434,284.6285360693364,0.0053719282058410965,-2.912711702033903,-3.3527048152300196,0.0,0.0,92767.76645276867,0.0
0,26,41.96757084391708,-123.78342360167434,284.2309926987725,0.005486038273374469,-2.582941961072253,-2.8521159404334333,0.0,0.0,92798.49531959172,0.0
0,27,41.97626436989865,-123.78342360167434,283.8636717870663,0.005517138356855358,-2.7655239572370798,-2.419344887653858,0.0,0.0,92475.19566819818,0.0
0,28,41.984957895880214,-123.78342360167434,283.8015497932151,0.005531670130161443,-2.700805228048627,-2.2554381342841627,0.0,0.0,92669.75371459845,0.0
0,29,41.99365142186178,-123.78342360167434,283.6137552145828,0.005515873997861225,-2.8122275150158025,-1.9592027716162006,0.0,0.0,92849.7613219185,0.0
0,30,42.00234494784334,-123.78342360167434,283.0534689990858,0.005520792587687335,-2.623470692344065,-1.6366967610457126,0.0,0.0,93315.2168607591,0.0
0,31,42.011038473824904,-123.78342360167434,283.0553220805888,0.005490008860115312,-2.7555949404617963,-1.4222024157296373,0.0,0.0,93335.78657868972,0.0
0,32,42.019731999806474,-123.78342360167434,284.0417915636892,0.005421057860376238,-3.3792167412672725,-1.48999225964636,0.0,0.0,92609.76087837292,0.0
0,33,42.02842552578804,-123.78342360167434,285.15648661744325,0.005381053312029832,-3.6796796728738377,-1.7857836174298212,0.0,0.0,92152.17681852526,0.0
0,34,42.0371190517696,-123.78342360167434,285.3713686292303,0.0053676373166588525,-3.80652415472145,-1.8002371101738814,0.0,0.0,91968.70072282612,0.0
0,35,42.045812577751164,-123.78342360167434,285.6709905654729,0.005336745953324055,-4.39517761908715,-1.1399103450239974,0.0,0.0,92126.52618639046,0.0
0,36,42.054506103732734,-123.78342360167434,286.3770174308247,0.005233158999234923,-5.661005402991997,-0.22345859169819637,0.0,0.0,91682.2998981413,0.0
0,37,42.0631996297143,-123.78342360167434,286.61550756010223,0.005177867010911965,-6.082411089879976,0.32753804272937165,0.0,0.0,91356.1809417783,0.0
0,38,42.07189315569586,-123.78342360167434,286.235357936338,0.005201333541613288,-5.299758940730649,1.2256370402344945,0.0,0.0,91648.50902938195,0.0
0,39,42.080586681677424,-123.78342360167434,286.34006528447946,0.005198002400046687,-4.7634798244665975,2.077118954778,0.0,0.0,91869.92512505583,0.0
0,40,42.08928020765899,-123.78342360167434,286.4105797736021,0.005217285211675505,-4.382137985660942,2.4840877502940475,0.0,0.0,92074.18167729632,0.0
0,41,42.09797373364056,-123.78342360167434,287.09302924183316,0.005141908791382198,-4.34165963251913,1.5295591871797827,0.0,0.0,91851.78067816448,0.0
0,42,42.10666725962212,-123.78342360167434,287.78872594343227,0.005017069665157562,-4.924928684577406,-0.3415346138429516,0.0,0.0,90910.57078372693,0.0
0,43,42.115360785603684,-123.78342360167434,288.38539352153236,0.004891074690430184,-5.815923560066439,-2.5669150866641175,0.0,0.0,89337.21412476535,0.0
1,0,41.7415391683964,-123.77178186611842,288.6093365634851,0.003596837453477732,-4.644827624231137,-3.415979727152493,0.0,0.0,88455.55869002684,0.0
1,1,41.750232694377964,-123.77178186611842,289.05351792767993,0.0035124452364321754,-5.52267224979925,-3.752147848331749,0.0,0.0,87826.06155449111,0.0
1,2,41.75892622035953,-123.77178186611842,287.8402646633227,0.003655070111259204,-5.334233585536723,-3.5960634615356097,0.0,0.0,87367.41647236414,0.0
1,3,41.7676197463411,-123.77178186611842,286.39600503145823,0.0038610462107730643,-4.645655515694778,-3.0915504428083835,0.0,0.0,87481.33164808835,0.0
1,4,41.77631327232266,-123.77178186611842,284.9280813489701,0.00405165318658858,-3.9999437849992803,-2.4600533060547134,0.0,0.0,87736.08567381171,0.0
