lat,lon,TMP:2 m,SPFH:2 m,UGRD:10 m,VGRD:10 m,LTNG,PRATE,PRES:surface,x,y,sqdist
37.831993885329155,-119.5065398638992,273.8986,0.00294,1.8521395,-7.973427,0.0,0.0,72590.0,-4.3253370492303835,-4.479335018977149,70.03300103655585
37.83837803385722,-119.47335261903581,273.3986,0.00259,-4.0228605,-6.598427,0.0,0.0,74180.0,-1.3014901989038283,-3.74549259823459,33.419537533357314
37.844752738368264,-119.44015954829445,273.4611,0.0024,-7.3978605,-1.1609268,0.0,0.0,74440.0,1.7228874747195022,-3.012735744389331,16.178839505967133
37.85111799626072,-119.40696065877754,266.8361,0.00193,-2.3978605,-1.9109268,0.0,0.0,70670.0,4.747795324505017,-2.2810647564860136,18.315765081626253
37.86458956056413,-119.48143337160022,274.1486,0.00271,1.1646395,-9.910927,0.0,0.0,71630.0,-2.0377657858269633,-0.7325410471541359,19.305251021268784
37.870966597571204,-119.44822903450941,265.8986,0.00186,-0.9603605,0.026573181,0.0,0.0,74200.0,0.9876384181826036,0.0004839214641782085,2.023908363591448
37.87733418458767,-119.41501887246667,267.3986,0.00194,-1.3353605,3.9015732,0.0,0.0,74230.0,4.013573361113414,0.7324226365347075,4.1260753260246075
37.89080065917455,-119.48951995622645,268.9611,0.00218,3.4771395,-2.7234268,0.0,0.0,73430.0,-2.7745727594870093,2.2803612952716152,24.435870082065
37.89718002898786,-119.45630434567775,268.2111,0.00194,1.0396395,3.0265732,0.0,0.0,75700.0,0.2518586225923901,3.013654414319913,7.110802375714647
37.90354994543832,-119.4230829039922,269.2111,0.00208,-3.0228605,-0.8484268,0.0,0.0,75470.0,3.2788213071315737,3.74586089219008,9.175135974832608
37.909910405925224,-119.38985563829286,268.5861,0.00209,-1.5853605,2.0265732,0.0,0.0,73030.0,6.306314645113282,4.476980429937118,30.63373873288284
37.91701132363512,-119.49761237910542,275.1486,0.00353,0.35213947,3.5265732,0.0,0.0,79020.0,-3.5119116839689197,5.293213733222509,48.81285457100345
