x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-114.87795694454388,46.25176113542114,1547592,1.3003202036048058,1545793,4.401131037482773,1547593,7.849825872643369,1545794,10.968511642831324
0,1,-114.87795694454388,46.26044804514042,1547592,0.4494436844589478,1547593,5.844939593679571,1545793,9.593292326786878,1549391,10.235437609013902
0,2,-114.87795694454388,46.269134954859695,1547592,1.5985671653130895,1549391,5.342014621594641,1547593,5.840053314715774,1549392,9.56127515574264
0,3,-114.87795694454388,46.277821864578975,1549391,2.448591634175381,1547592,4.747690646167231,1549392,5.513442830659226,1547593,7.835167035751976
1,0,-114.86543172202192,46.25176113542114,1547592,3.632812952288166,1547593,4.120136459894518,1545793,5.575222606466546,1545794,6.082829518092627
1,1,-114.86543172202192,46.26044804514042,1547593,2.1152501809307194,1547592,2.7819364331423078,1545794,10.121380570462271,1545793,10.767383895770651
1,2,-114.86543172202192,46.269134954859695,1547593,2.1103639019669216,1547592,3.9310599139964495,1549392,6.988532590035795,1549391,8.833864522253556
1,3,-114.86543172202192,46.277821864578975,1549392,2.94070026495238,1547593,4.105477623003124,1549391,5.940441534834297,1547592,7.080183394850591
2,0,-114.85290649949997,46.25176113542114,1547593,2.3904470471456656,1545794,3.19714739335393,1547592,7.965305700971526,1545793,8.749314175450321
2,1,-114.85290649949997,46.26044804514042,1547593,0.3855607681818679,1547592,7.114429181825668,1545794,7.235698445723575,1549392,12.463622349412363
2,2,-114.85290649949997,46.269134954859695,1547593,0.3806744892180701,1549392,6.415790024328949,1547592,8.26355266267981,1547594,11.541734620450788
2,3,-114.85290649949997,46.277821864578975,1549392,2.3679576992455345,1547593,2.3757882102542722,1547592,11.41267614353395,1549391,11.432291435493212
3,0,-114.84038127697801,46.25176113542114,1545794,2.3114652686152333,1547593,2.660757634396814,1545795,9.730558865148526,1547594,10.06168595656575
3,1,-114.84038127697801,46.26044804514042,1547593,0.6558713554330162,1545794,6.350016320984878,1547594,6.905297434045961,1545795,12.61800634537808
3,2,-114.84038127697801,46.269134954859695,1547593,0.6509850764692184,1547594,5.748908911526171,1549392,7.843047458622103,1545794,12.388567373354523
3,3,-114.84038127697801,46.277821864578975,1547593,2.6460987975054207,1549392,3.795215133538689,1547594,6.592520389006381,1549393,7.71872907615029
4,0,-114.82785605445605,46.25176113542114,1545794,3.4257831438765365,1545795,4.784150077487757,1547593,4.931068221647962,1547594,6.2688602476411335
4,1,-114.82785605445605,46.26044804514042,1547593,2.9261819426841646,1547594,3.1124717251213436,1545794,7.464334196246181,1545795,7.671597557717311
4,2,-114.82785605445605,46.269134954859695,1547594,1.9560832026015536,1547593,2.921295663720367,1549393,10.280172036830828,1549392,11.270304892915258
4,3,-114.82785605445605,46.277821864578975,1547594,2.799694680081764,1547593,4.9164093847565695,1549393,5.080438741915851,1549392,7.2224725678318435
