x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-123.13401505586376,40.821406884331296,1286474,1.0031226086749283,1284675,5.595096972243173,1286473,7.024541312823193,1284674,11.578477117374325
0,1,-123.13401505586376,40.83010206877712,1286474,0.12094630867145702,1286473,7.84782733821216,1288273,8.799541121582537,1284675,10.674461736007316
0,2,-123.13401505586376,40.83879725322295,1286474,1.2387700086679858,1288273,3.956116635689786,1286473,10.671113363601126,1286475,11.165484004245227
0,3,-123.13401505586376,40.84749243766878,1288273,1.1126921497970352,1286474,4.356593708664515,1288274,9.297894431083142,1288272,12.294313533370476
1,0,-123.12256680849995,40.821406884331296,1286474,1.3176280350968756,1284675,4.199440274564603,1286475,8.66621954024507,1284676,11.582583760027285
1,1,-123.12256680849995,40.83010206877712,1286474,0.4354517350934045,1286475,6.080808596690421,1284675,9.278805038328748,1288273,10.825482038009595
1,2,-123.12256680849995,40.83879725322295,1286474,1.5532754350899334,1286475,5.495397653135772,1288273,5.982057552116843,1288274,9.884458496491426
1,3,-123.12256680849995,40.84749243766878,1288273,3.1386330662240924,1286474,4.671099135086462,1288274,5.337197317521109,1286475,6.909986709581122
2,0,-123.11111856113615,40.821406884331296,1286474,3.6321334615188237,1284675,4.803783576886034,1286475,4.996133189135613,1284676,6.204380285207577
2,1,-123.11111856113615,40.83010206877712,1286475,2.4107222455809643,1286474,2.7499571615153524,1284676,9.581112384941775,1284675,9.883148340650179
2,2,-123.11111856113615,40.83879725322295,1286475,1.8253113020263145,1286474,3.867780861511881,1288274,7.923761382929392,1288273,10.007998468543901
2,3,-123.11111856113615,40.84749243766878,1286475,3.2399003584716652,1288274,3.3765002039590755,1286474,6.98560456150841,1288273,7.16457398265115
