lat,lon,TMP:2 m,SPFH:2 m,UGRD:10 m,VGRD:10 m,LTNG,PRATE,PRES:surface,x,y,sqdist
44.953310427769964,-123.8854168846888,283.2736,0.00773,4.5396395,-0.03592682,0.0,0.0,98300.0,8.384338338911508,-4.972068446967512,101.8023447867122
44.96088403715973,-123.8490850417351,282.6486,0.00756,5.3521395,-0.7859268,0.0,0.0,96720.0,11.350307319517634,-4.1004185400885245,68.338266464647
44.96844737729024,-123.81274475334897,281.8361,0.00727,6.6646395,-1.4109268,0.0,0.0,95040.0,14.316965747412226,-3.229950526599306,54.00658339693063
44.97600044495872,-123.77639602791979,280.3986,0.00674,7.9146395,-2.7859268,0.0,0.0,92440.0,17.28431293772402,-2.36066477510817,58.81339372965129
44.95622753961033,-124.0051143693465,284.8361,0.00801,4.4146395,1.2140732,0.0,0.0,101110.0,-1.387228355455067,-4.636336811870468,281.57865328007927
44.96383453363977,-123.96879484070803,283.8986,0.00795,4.2896395,0.7765732,0.0,0.0,99410.0,1.5777353395939755,-3.760844652696282,190.69883969564484
44.9714312646918,-123.93246683181536,283.5236,0.00784,4.3521395,0.5890732,0.0,0.0,98430.0,4.5433913246246105,-2.8865336639309227,118.93857619288815
44.97901772955048,-123.89613035102101,284.2736,0.00793,4.0396395,0.9640732,0.0,0.0,99820.0,7.509738917774902,-2.0134042156996594,66.30399701238994
44.98659392500371,-123.859785406692,283.6486,0.00786,4.4771395,0.8390732,0.0,0.0,98720.0,10.476777435999601,-1.1414566776828967,32.80122887597079
44.99415984784327,-123.82343200720976,283.2736,0.00778,5.7896395,0.46407318,0.0,0.0,97760.0,13.444506195074787,-0.27069141911699146,18.436390954779366
45.001715494864726,-123.78707016097025,281.0236,0.00698,8.102139,-0.47342682,0.0,0.0,93610.0,16.412924509593225,0.5988911911983862,23.215594837490087
44.981924804383446,-124.01587557000943,285.0236,0.00796,4.7896395,1.4015732,0.0,0.0,101320.0,-2.2657245936170813,-1.6788277440279802,265.2914319145073
44.989534394820204,-123.97954296085905,284.6486,0.00799,4.2896395,0.9015732,0.0,0.0,100780.0,0.7003069358551142,-0.8030367632375152,174.35161162118493
44.99713371892997,-123.94320186169966,284.0236,0.00797,4.3521395,0.5890732,0.0,0.0,99720.0,3.6670315516482264,0.07157266163911678,102.5368414107109
45.004722773495196,-123.90685228089032,284.4611,0.00801,3.9771395,0.5265732,0.0,0.0,100390.0,6.6344485713666685,0.9450001602918309,49.853269011192786
45.01230155530214,-123.87049422680454,284.3986,0.00799,3.9771395,1.0265732,0.0,0.0,100380.0,9.602557311433861,1.8172453628505003,16.30703462808916
45.019870061140864,-123.83412770783028,283.7111,0.00787,4.6646395,1.6515732,0.0,0.0,99020.0,12.571357087094553,2.6883078998825045,1.9042709122947126
45.02742828780532,-123.79775273237004,283.7111,0.00778,5.5396395,1.9640732,0.0,0.0,98640.0,15.54084721240554,3.5581874024017224,6.65110292818554
45.00761980390128,-124.02664526902834,285.0236,0.00792,5.5396395,1.1515732,0.0,0.0,101360.0,-3.1449145995095047,1.2784206146262207,268.0652617763467
45.01523199103575,-123.99029957102147,284.4611,0.00798,4.7271395,0.5890732,0.0,0.0,100450.0,-0.1778145543995625,2.15451045045427,177.06062810762742
45.02283390849362,-123.95394537323634,284.4611,0.00799,3.7896395,0.46407318,0.0,0.0,100670.0,2.7899793745492936,3.029418344860208,105.18654992142274
45.03042555305566,-123.91758268403848,283.8361,0.00792,3.8521395,0.27657318,0.0,0.0,99750.0,5.758466504412466,3.9031439273417763,52.44918846652699
45.03800692150646,-123.88121151180792,283.0861,0.00768,4.9771395,0.27657318,0.0,0.0,97770.0,8.727646151082045,4.7756868278358535,18.854697465242115
45.04557801063449,-123.84483186493918,282.8361,0.00761,5.4771395,0.21407318,0.0,0.0,97020.0,11.697517629266807,5.64704667672664,4.409223081387027
45.05313881723206,-123.80844375184131,283.5861,0.00775,5.1646395,0.33907318,0.0,0.0,98230.0,14.668080252489899,6.517223104838291,9.118903888278492
45.06068933809527,-123.77204718093782,283.7111,0.00778,5.2896395,0.21407318,0.0,0.0,98410.0,17.63933333309347,7.386215743434108,32.98987083663319
45.03331253161406,-124.0374234761789,284.9611,0.00795,5.3521395,0.7765732,0.0,0.0,101370.0,-4.024799171174704,4.235407510276484,289.8992035147255
45.04092731573667,-124.00106468096453,284.8361,0.00805,4.9146395,0.46407318,0.0,0.0,101270.0,-1.0566299286880514,5.11179623456751,198.82493581928716
45.048531826832935,-123.96469737618816,283.4611,0.0078,4.9146395,-0.28592682,0.0,0.0,98630.0,1.912233996338825,5.987002631913429,126.88673441117538
45.05612606168207,-123.92832157022178,283.3986,0.00779,4.4771395,0.15157318,0.0,0.0,98510.0,4.881791920452318,6.861026331632071,74.09077409312532
45.06371001706697,-123.89193727145192,283.2736,0.00773,4.4771395,-0.16092682,0.0,0.0,98400.0,7.852043159015505,7.73386696346487,40.44322213749343
45.07128368977448,-123.85554448827963,283.2111,0.00764,5.1646395,-0.5359268,0.0,0.0,98110.0,10.822987026203515,8.605524157610391,25.95023825441112
45.05900298097077,-124.04821020125135,284.8361,0.00794,5.2271395,0.6515732,0.0,0.0,101350.0,-4.905379107843001,7.192132188963227,330.79230890739575
45.06662036237191,-124.01183830047205,284.5861,0.00801,4.7896395,1.3390732,0.0,0.0,101290.0,-1.936139985716302,8.06881983513854,239.6435725237302
45.07422746739695,-123.97545788033244,283.3986,0.00778,5.7271395,0.46407318,0.0,0.0,98220.0,1.033794618839882,8.944324768844107,167.63641864391067
